ID	02-3_AtgE_NYU	02-4_AtgE_NYU	02-7_AtgE_NYU	02-8_AtgE_NYU	02-9_AtgE_NYU	30-10_AtgH_NYU	30-21_AtgH_NYU	30-33_AtgH_NYU	30-36_AtgH_NYU	30-9_AtgH_NYU	31-27_AtgW_NYU	31-29_AtgW_NYU	31-31_AtgW_NYU	31-80_AtgW_NYU	31-90_AtgW_NYU	32-1_AtgW_NYU	32-2_AtgW_NYU	32-5_AtgW_NYU	32-8_AtgW_NYU	50_48_48_NOD2_SF	50_48_49_B6_SF	50_48_51_NOD2_SF	50_48_52_AtgE_SF	50_48_53_AtgH_SF	50_48_57_NOD2_SF	50_49_48_AtgH_SF	50_49_49_AtgW_SF	50_49_50_AtgE_SF	50_49_51_AtgH_SF	50_49_54_AtgW_SF	50_50_48_AtgW_SF	50_50_49_AtgW_SF	50_50_50_NOD2_SF	50_50_54_AtgE_SF	50_50_55_AtgH_SF	50_50_57_NOD2_SF	50_51_48_B6_SF	50_51_49_AtgH_SF	50_51_50_B6_SF	50_51_52_AtgH_SF	50_51_53_NOD2_SF	50_51_54_NOD2_SF	50_51_55_NOD2_SF	50_52_48_NOD2_SF	50_52_52_AtgE_SF	50_52_53_AtgE_SF	50_53_49_AtgE_SF	50_53_50_AtgE_SF	50_53_52_NOD2_SF	50_53_55_AtgH_SF	50_53_56_AtgE_SF	50_53_57_AtgE_SF	50_54_49_AtgE_SF	50_54_52_AtgW_SF	50_54_53_AtgW_SF	50_54_54_AtgE_SF	50_55_48_AtgH_SF	50_55_50_AtgE_SF	50_55_51_B6_SF	50_55_53_AtgH_SF	50_55_54_AtgH_SF	50_55_56_AtgE_SF	50_55_57_AtgE_SF	50_56_48_AtgH_SF	50_56_50_AtgW_SF	50_56_51_AtgE_SF	50_56_52_AtgW_SF	50_56_54_AtgW_SF	50_56_56_AtgH_SF	50_57_48_AtgE_SF	50_57_49_AtgW_SF	50_57_50_NOD2_SF	50_57_51_AtgH_SF	50_57_52_NOD2_SF	50_57_56_AtgH_SF	51_48_49_AtgW_SF	51_48_51_NOD2_SF	51_48_55_NOD2_SF	51_48_56_AtgE_SF	51_48_57_AtgW_SF	51_49_49_NOD2_SF	51_49_51_AtgH_SF	51_49_57_AtgH_SF	51_50_48_NOD2_SF	51_50_50_NOD2_SF	51_50_54_AtgH_SF	51_50_55_NOD2_SF	51_50_56_AtgH_SF	51_50_57_AtgE_SF	51_51_49_AtgH_SF	51_51_50_AtgE_SF	51_51_52_NOD2_SF	51_51_55_AtgH_SF	51_51_57_AtgW_SF	51_52_49_NOD2_SF	51_52_50_NOD2_SF	51_52_51_NOD2_SF	51_52_53_NOD2_SF	51_52_54_AtgE_SF	51_52_55_B6_SF	51_52_56_AtgE_SF	51_53_50_AtgH_SF	51_53_53_AtgW_SF	51_53_56_NOD2_SF	51_53_57_AtgE_SF	51_54_50_NOD2_SF	51_54_53_NOD2_SF	51_54_55_AtgW_SF	51_55_50_AtgE_SF	51_55_53_B6_SF	51_55_55_NOD2_SF	51_56_49_AtgE_SF	51_56_51_AtgW_SF	51_56_52_AtgH_SF	51_56_53_AtgE_SF	51_56_54_B6_SF	51_56_56_AtgH_SF	51_57_48_AtgW_SF	51_57_49_AtgE_SF	51_57_50_AtgW_SF	51_57_53_NOD2_SF	51_57_56_AtgE_SF	51_57_57_AtgH_SF	57-1_B6_NYU	57-2_B6_NYU	57-3_B6_NYU	57-4_B6_NYU	57-5_B6_NYU	59-1_B6_NYU	59-2_B6_NYU	59-3_B6_NYU	59-4_B6_NYU	59-5_B6_NYU	61-1_NOD2_NYU	61-2_NOD2_NYU	61-3_NOD2_NYU	61-4_NOD2_NYU	64-1_NOD2_NYU	64-2_NOD2_NYU	64-3_NOD2_NYU	64-4_NOD2_NYU	64-5_NOD2_NYU	65-1_NOD2_NYU	65-2_NOD2_NYU	65-3_NOD2_NYU	65-4_NOD2_NYU	65-5_NOD2_NYU	66-1_NOD2_NYU	66-2_NOD2_NYU	66-3_NOD2_NYU	66-4_NOD2_NYU	66-5_NOD2_NYU	70-1_AtgE_NYU	70-2_AtgE_NYU	70-3_AtgE_NYU	70-7_AtgE_NYU	70-9_AtgE_NYU	71-3_AtgE_NYU	71-6_AtgE_NYU	71-7_AtgE_NYU	71-8_AtgE_NYU	71-9_AtgE_NYU	76-1_AtgE_NYU	76-2_AtgE_NYU	76-3_AtgE_NYU	76-4_AtgE_NYU	76-5_AtgE_NYU	77-76_AtgH_NYU	77-77_AtgH_NYU	77-78_AtgH_NYU	77-79_AtgH_NYU	77-80_AtgH_NYU	78-84_AtgH_NYU	78-85_AtgH_NYU	82-5_AtgH_NYU	82-7_AtgH_NYU	82-8_AtgH_NYU	82-92_AtgH_NYU	82-94_AtgH_NYU	86-3_AtgH_NYU	86-6_AtgH_NYU	86-7_AtgH_NYU	86-8_AtgH_NYU	86-9_AtgH_NYU
D_0__Bacteria|D_1__Bacteroidetes|D_2__Bacteroidia|D_3__Bacteroidales|D_4__Prevotellaceae|D_5__Prevotellaceae UCG-001	0	0.027399315	0.000170195	0.00206805	0.0008605	0.024053261	0.01402344	0.000830129	0.008192625	0	0.017618041	0.017904919	0	0.009879554	0	0.00198893	0.055219287	0.015303406	0.010540625	0.013420973	0.01575816	0.018872086	0.078885735	0.005571106	0.063419173	0.018049391	0.004640637	0.058204433	0.007992609	0.026116323	0.002064865	0.026755948	0.086288137	0.002845056	0.026312677	0	0.011052846	0.011372002	0.047980483	0	0.07664126	0.029251724	0.023021421	0.001597002	0.008230644	0.002549918	0.020986555	0.006886832	0.011627339	0.146728115	0.014297143	0.01680989	0.02597196	0.017010517	0.011993963	0.007142329	0.002324632	0.054240589	0.01231006	0.011966591	0.012413651	0.045851604	0	0.003074254	0.033167305	0.001159876	0.019920915	0.002570284	0.018379641	0.002588404	0.012793994	0.018689432	0.007486458	0.101446151	0.032764029	0.008025965	0.002200768	0.010770704	0.002497901	0.005836679	0.080897359	0.007985043	0.000799	0.026501767	0.009797198	0.001938202	0.004252574	0.010759348	0.004863689	0.017827852	0.012163827	0.015201769	0.002296242	0.000751211	0.01218065	0	0.037148315	0.00500971	0.067191759	0.004689822	0.0087215	0.006250139	0.037480369	0.010365605	0.03379342	0.023511288	0.02234491	0.004864086	0.015495988	0	0.000213295	0.002788752	0.000319749	0.005143846	0.008565858	0.00461361	0.009136095	0.004662391	0.02524584	0.009448102	0.001752919	0.015169361	0.007469118	0.004709576	0.008300246	0.009845583	0.004758949	0.042083762	0.025259619	0.026473004	0.001455043	0.068787314	0.05560339	0.005315257	0.00090649	0.007671233	0.007503506	0.011318932	0.021286671	0.033571537	0.023094444	0.024392302	0.01020969	0.027814964	0	0.005940529	0.005483906	0.003591646	0.009595512	0.003749462	0.015000375	0	0.019391076	0.012795751	0	0.013172985	0.029585345	0.045497543	0.066296502	0	0.031392187	0.002140805	0.010387376	0.007748831	0.013802128	0.007575359	0	0.011776377	0.024569707	0.002275805	0.020885037	0.014090385	0.009991422	0.011226221	0.01256009	0.010604043	0	0.031919944	0	0.022833907	0.024682568	0.001608942	0.017794519	0
D_0__Bacteria|D_1__Bacteroidetes|D_2__Bacteroidia|D_3__Bacteroidales|D_4__Rikenellaceae|D_5__Alistipes	0.031326566	0.038574036	0.052930539	0.052702614	0.010227257	0.041395232	0.035295712	0.012502753	0.008299718	0.064338642	0.049183697	0.034909446	0.054485194	0.049522198	0.067323961	0.034918848	0.072765194	0.03278309	0.059291017	0.038942823	0.038945168	0.059136736	0.035415188	0.018588472	0.045831082	0.040635652	0.050760549	0.092967629	0.057881959	0.093545966	0.022642315	0.0226528	0.060599996	0.081467554	0.024006623	0.033457058	0.017788527	0.093717477	0.038170914	0.03867629	0.111235103	0.027933622	0.034616356	0.068508107	0.067472681	0.015623649	0.059680517	0.021237067	0.022521862	0.044735064	0.088570028	0.078395899	0.061509396	0.099046032	0.048245378	0.025490727	0.053910173	0.069928441	0.035936398	0.045634017	0.039323642	0.06250435	0.133489006	0.075897545	0.073417211	0.024881206	0.064636101	0.054633485	0.028122695	0.022857598	0.046694247	0.026159437	0.028128206	0.115327208	0.026683707	0.023146983	0.02188311	0.062794912	0.081339211	0.04843651	0.0938648	0.080863852	0.117140277	0.042907622	0.031775579	0.036432584	0.024750938	0.051443133	0.058108281	0.036649822	0.060639499	0.025497512	0.013561337	0.098270238	0.029399252	0.071733388	0.036750368	0.035972811	0.078925486	0.047625681	0.019843862	0.029026446	0.059083771	0.033190359	0.06104207	0.021440477	0.086358041	0.047368716	0.111030352	0.093220054	0.07278706	0.060588958	0.03991047	0.034368172	0.048518554	0.032174766	0.06608284	0.026149934	0.079551185	0.050987634	0.050645883	0.061022663	0.040009402	0.012443439	0.020608811	0.048898731	0.122472396	0.040446328	0.024361602	0.030547012	0.036761741	0.032399651	0.01792269	0.019023026	0.028564522	0.029545205	0.023515662	0.072698829	0.056869687	0.031520542	0.030563059	0.036377448	0.054695958	0.036962665	0.065340438	0.023498823	0.055944511	0.016864088	0.064595723	0.04428668	0.091802295	0.038731921	0.06635314	0.083205303	0.073250553	0.02823668	0.042180833	0.032300487	0.053442532	0.028604459	0.039576771	0.073162945	0.061820624	0.016716767	0.047628454	0.065863538	0.083788434	0.052161669	0.031648021	0.03285811	0.055343439	0.060654239	0.027484819	0.060173988	0.040979357	0.026679579	0.032139596	0.046711223	0.048897897	0.04723178	0.04073217	0.042954526	0.034138633	0.049135308
D_0__Bacteria|D_1__Bacteroidetes|D_2__Bacteroidia|D_3__Bacteroidales|D_4__Tannerellaceae|D_5__Parabacteroides	0.004025201	0.005399865	0.002744389	0.021507717	0.001057992	0.004420503	0.001242012	0.004252291	0	0.008772677	0.001526897	0.001929409	0.001362904	0.007540315	0.003613728	0.003508772	0.011230547	0	0	0.001952642	0	0.008081285	0.001206529	0.018506944	0.009814515	0.000711185	0.021513077	0.003530993	0.001589928	0.001876173	0.032183417	0.010913236	0.004275292	0.00833725	0.007923368	0	0	0.012235055	0.005014909	0	0.002421358	0.00469785	0.024312867	0.042141286	0.004743083	0.008687008	0.032932028	0.016496364	0.00268699	0.00434321	0.005884023	0.002336801	0.002326738	0.007384633	0.05875694	0.019579834	0.005980161	0.001863065	0	0.005056948	0.003258068	0.000748243	0	0.018308552	0.017245847	0.015564785	0.03216843	0.000916535	0.002796902	0.004499841	0.012659925	0.035475311	0.04315511	0.003034927	0.025095852	0.014416545	0.023170352	0.055819599	0.030037783	0.001346926	0.011209143	0.00324993	0.00778156	0.00068508	0.001110349	0.017640449	0.00910242	0.012245837	0.018718802	0.007306768	0.002283925	0.007439654	0.004970689	0.000375605	0.00248539	0.002303055	0.001074456	0.038709393	0.003349194	0.011716815	0.01301692	0.016926533	0.004979507	0.003446691	0.004303759	0.001287944	0.00626702	0.024919088	0.007646238	0.011484603	0.021134021	0.022774808	0.022702168	0.005485251	0.059353725	0.052471208	0.001278107	0.013489606	0.001670449	0.00088325	0.005393598	0.018499716	0.018046016	0	0	0	0	0.003342393	0.001773009	0.001062785	0.001823186	0.003563254	0.024833462	0.007789972	0.007050481	0	0	0	0	0.00293616	0.000503205	0.000928427	0.000966007	0.00478457	0.009070456	0.005232931	0.013850656	0	0	0	0	0	0	0	0	0.00123981	0.000894203	0.00207646	0.001221544	0.004327002	0.008023046	0.00167133	0	0	0	0	0	0.002944094	0.015124785	0	0	0	0	0	0.000471298	0.000242101	0.004687024	0.003396516	0	0.003109533	0.00172066	0.004403421	0.002857514	0.003364754
D_0__Bacteria|D_1__Bacteroidetes|D_2__Bacteroidia|D_3__Flavobacteriales|D_4__Crocinitomicaceae|D_5__Fluviicola	0	0	0	0	0	0	0	5.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Bacteroidetes|D_2__Bacteroidia|D_3__Flavobacteriales|D_4__Weeksellaceae|D_5__Cloacibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Cyanobacteria|D_2__Melainabacteria|D_3__Gastranaerophilales|D_4__Candidatus Gastranaerophilales bacterium Zag_111|D_5__Candidatus Gastranaerophilales bacterium Zag_111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17E-05	0	6.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Deferribacteres|D_2__Deferribacteres|D_3__Deferribacterales|D_4__Deferribacteraceae|D_5__Mucispirillum	0.000408354	0.000599985	0.014721838	0.006204149	0.022344793	0.004939509	0.006074566	0.000203297	0	0.001873776	0.000822175	0.001517802	0.001208029	0.00094565	0.004303052	0.002589361	0.000583405	0	0	0.00745304	0	0.010396975	0.000674237	0.004647118	0.000540249	0.00304093	0.012117219	0.004009386	0.00167587	0.002326454	0.003631315	0.00390369	0.013426238	0.006778655	0.00375473	0	0	0.060388374	0.000576037	0	0.002800354	0.003345951	0.001193183	0.002574758	0.001883283	0.000324142	0.001452195	0.000832826	0	0.000506708	0.00975509	0.005352028	0.001073879	0.00252859	0.016414209	0.006181809	0.012031303	0.000254054	0	0.000379651	0.016228477	0.005446509	0	0.005250582	0.000143955	0.000411569	0.000983221	0.038653888	0.039095156	0	0.000861871	0.000519151	0.005650836	0.000530698	0	0.031424546	0.006540019	0.000581276	0.001532326	0.001162054	0.002511853	0.035207576	0.002119086	0.000252398	0.007021325	0.00255618	0.001839597	0.031110089	0.009983361	0.000447353	0.000205297	0.000829187	0.000594322	0.007195809	0.00322429	0.009686378	0.003382546	0.010262182	0.020695708	0.001114413	0.000555301	0.003558798	0.005994561	0.00122549	0.008964042	0.000505076	0.004364532	0.002432043	0.001482731	0.000167904	0.049502311	0.000365194	0.001104587	0.001320102	0.000926903	0.000912393	0.001065089	0.00023957	0.002332325	0.010625769	0	0.03206482	0.008122013	0	0	0	0	0.000607708	0.005111792	0.001642486	0.001121961	0.001840621	0.012960529	0.000172154	0.000423029	0	0	0	0	0.000906755	0.000397267	0.003671506	0.000516314	0.000644554	0.000947306	0.00042785	0.001235504	0	0	0	0	0	0	0	0	0.000185972	0.001737309	0.001292019	0.001554692	0.000990917	0.002853835	0.027623894	0	0	0	0	0	0.004000128	0.000839071	0	0	0	0	0	0.000589122	0.001137877	0.001988435	0.000529564	0	0.000662386	0.000385665	0.001122026	0.000281422	0.009970558
D_0__Bacteria|D_1__Firmicutes|D_2__Bacilli|D_3__Bacillales|D_4__Staphylococcaceae|D_5__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113903	0	0	0	0	0	0	0	0	0	0	0.000169423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63E-05	0	0	0	0	0	0	0	0	0	0	0	0.000365169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159972	0	0	0	0	0	0	0.000110571	0	0	0	0	0	0	0	0	0	0	0	4.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Bacilli|D_3__Lactobacillales|D_4__Enterococcaceae|D_5__Enterococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Bacilli|D_3__Lactobacillales|D_4__Lactobacillaceae|D_5__Lactobacillus	0.075107922	0.013474663	0.018274652	0.023488691	0.001523509	0.003006658	0.016778448	0.028952852	0.045603827	0.015688613	0.013536528	0.00226384	0.040670301	0.014259407	0.012658492	0.015780092	0.002494057	0.015141342	0.01162815	0.00192514	0.020131854	0.001071204	0.108268275	0.00035329	0.021699982	0.002256174	0.001002607	0.000979566	0.012139312	0.000600375	0.00096123	0.001082775	0.024032601	0.006951832	0.000886944	0.044404153	0.014398083	0.000406143	0.001507861	0.043469971	0.013559608	0.000659051	0.005544794	0.003389554	0.010416182	0.002312214	0.001054012	0.014382267	0.019883727	0.082207316	0.001212935	0.001017639	0.017142289	0.000603414	0.000916393	0.001108292	0.002111689	0.031418046	0.034077066	0.001974184	0.013011651	0.048548758	0.018226633	0.007868264	0.003685256	0.007183747	0.000406113	0.045368507	0.000737644	0.00971647	0.026181721	0.00184587	0.001925603	0.004278749	0.001704039	0.002943692	0.002304578	0.002496068	0.005625525	0.065972956	0.017520173	0.013733576	0.001875912	0.084877767	0.004931256	0.001544944	0.027187806	0.00061937	0.000511967	0.030817662	0.014960994	0.000760088	0.008590648	0.032816052	0.069523746	0.063029195	0.00581002	0.00110346	0.005220123	0.000866766	0.013229242	0.003736738	0.00088099	0.01146344	0.000662117	0.013914844	0.001678666	0.006285896	0.004593557	0.005742302	0.005332385	0.001991966	0.001685948	0.000842134	0.001118675	0.000464804	0.044023669	0.006449948	0.002017146	0.001953857	0.011218683	0.001319958	0.017184195	0.189652784	0.010928342	0.014334451	0.004100596	0.007849559	0.006147966	0.001336532	0.004943639	0.037945112	0.005823175	0.080159243	0.018693848	0.006531507	0.011991585	0.071341477	0.024353395	0.022668883	0.015625828	0.004346725	0.054596026	0.020055531	0.01276495	0.001053169	0.012875257	0.005113934	0.06969927	0.112453132	0.016325408	0.002731384	0.002362591	0.060993811	0.010251227	0.028639618	0.003985591	0.07053042	0.012243198	0.021668043	0.025334518	0.021145143	0.004029043	0.020340681	0.008296091	0.103424694	0.002244333	0.014720471	0.005271084	0.005266326	0.008972548	0.008148178	0.002724933	0.060065697	0.041780564	0.017261833	0.015035001	0.023629524	0.028527996	0.014682883	0.027945888	0.006838005	0.007663333	0.040030679
D_0__Bacteria|D_1__Firmicutes|D_2__Bacilli|D_3__Lactobacillales|D_4__Streptococcaceae|D_5__Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Bacilli|D_3__Lactobacillales|D_4__Streptococcaceae|D_5__Streptococcus	0	0.000349991	0	0	0	0	0	0	0	0.000391789	0	0	0	0	0	0	0	0.000254671	0	0	0	0.000141777	0.000141945	0	0.000270124	7.36E-05	0	0	0	0	0	0	0	0	0	0	0.000135618	0	0.000118596	0	0	0	0	0	0	0	0	0	0.000195417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165843	0	0	0	0	0	0	0	0	0	0	0.000130629	0	0	8.85E-05	0	0	0	0	0	0	0	0	0.000159179	0	0	0	0	0	0	0	0	0	0.000261126	0	0	0	8.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113443	0	0	0	0	0	0	0	0	0.001032924	0	0	0	0	0	0	0	0	0	0	0	0.00011519	0	0	0	0	0	0	0	0	0	0	7.66E-05	0	0	0	0	0	0	0.000217101	0	0	0	0	0	0	0	7.95E-05	0	0	0	0	0	0	0	0.000423191	0	0	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Caldicoprobacteraceae|D_5__Caldicoprobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Christensenellaceae|D_5__Christensenellaceae R-7 group	0	0.000299993	0	0	0	0.000143174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000393825	0	0.000760932	0	0	0	0.00038727	0	0	0.000676421	0	0.000382047	0	0	0	0	0.000406143	0	0	0.000336885	0	0	0	0.000209254	0	0.000117112	9.61E-05	0	0.000482579	0.000670985	0	0.000397733	0	0.000835534	0	0	0.000190541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023218	0	0	0	0	0	0	0	0.000139782	0.000521087	0.000252398	0.000228601	0	0	0.000318533	0	0	0.000256621	0	0	0	0.000179127	0	0	0	0	6.19E-05	0	0	0	0	0.000229194	0.000151523	0	0.000336744	0	0	0.000426591	0	0	0	0.000671205	0.000258224	0	0	0	0.000160591	0	0	0	0	0	0	0	0	0	0	0	0.000471954	0	0	0	0	0	0	0	8.64E-05	0	0	0.00031645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000530651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188519	0	0	0	0	0	0	0	0	0.000470076
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Clostridiaceae 1|D_5__Candidatus Arthromitus	0.000379186	0.000649984	0.000340389	0.00019592	0.000804074	0.000232658	0	0.000304945	7.14E-05	0.001277574	0.000469814	0.000488784	0.000743402	0.003110691	0.000167109	0.000412797	0.000335458	0	0	0.00055004	0.000257276	0.002993069	0.013981547	0.000516346	0.001230566	0	0.000572918	0.001617423	0	0.000412758	0.001032433	0.002108562	0.000272891	0.000197917	0.002749527	0	0	0	0.001914475	0	0.006400809	0.005661079	0.004084899	0.000684429	0.000465008	0.000994036	0.000163957	0	0.001221359	0.001158189	0	0	0	0.004741107	0.000215622	0.000172401	0	0.002244146	0.00439187	0.001078208	0.000206207	0.018514652	0	0.000319601	0.000719777	0	0	0.000119548	0.001383083	0.000477859	0.000727802	0	5.40E-05	0.000381439	0.000464738	0.000125799	0	0.000427409	0.000104954	0.001162054	0	0	0	0.001081705	0.000293916	0.000393258	0	0.000194659	0	0.002932648	0.000179635	0.005044223	0.000324175	7.91E-05	0	0.000778974	0.000457639	0.000176554	0	0	0	0	0	0.000638276	0.000178262	0.000126269	0.009773567	0.000692197	0.001482731	0.000772356	0	0	0.001017383	0.001365623	0.000479432	0.000602524	0.000497041	0.002414124	0.001040091	0.000749425	0	0	0.0004962	0	0.000964265	0	0	0.0021945	0	0.001046682	0.00082394	0.001014701	0	0	0.000161154	0	0.000935016	0.000161042	0.00119512	0.000453378	0.000185391	0	0.008877267	0.000619763	0	0.000460761	0	0	0	0.000307333	0	0	0	0.000834028	0	9.30E-05	0	0.000484507	0	0.000693642	0	0.000150232	0	0	0.004913459	0.003735073	0.000448867	0	0.000215146	0	0.000419992	0	0.000269129	0.00166047	0.000306344	0.001839971	0	0.000419999	0	0	0.002017325	0.001376069	0.001190631	0.000668003
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia|D_3__Clostridiales|D_4__Clostridiaceae 1|D_5__Clostridium sensu stricto 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007871646	0.020077382	0	0.011320148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000685804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019420173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011589251	0	0.012628681	0	0.015192694	0	0.022495612	0	0	0	0	0	0.014180822	0	0.010651759	0	0	0	0	0	0	0	0	0	0.011036582	0.024210216	0.012846518	0	0	0	0	0	0.005052227	0.003730104	0	0	0	0	0	0.002727998	0.061155645	0	0	0	0	0	0	0.018689626	7.95E-05	0.020638845	0	0.002497879	0	0	0.011540849	0	0.018454801	0	0.000571598	0	0
