ID	02-3_AtgE_NYU	02-4_AtgE_NYU	02-7_AtgE_NYU	02-8_AtgE_NYU	02-9_AtgE_NYU	30-10_AtgH_NYU	30-21_AtgH_NYU	30-33_AtgH_NYU	30-36_AtgH_NYU	30-9_AtgH_NYU	31-27_AtgW_NYU	31-29_AtgW_NYU	31-31_AtgW_NYU	31-80_AtgW_NYU	31-90_AtgW_NYU	32-1_AtgW_NYU	32-2_AtgW_NYU	32-5_AtgW_NYU	32-8_AtgW_NYU	50_48_48_NOD2_SF	50_48_49_B6_SF	50_48_51_NOD2_SF	50_48_52_AtgE_SF	50_48_53_AtgH_SF	50_48_57_NOD2_SF	50_49_48_AtgH_SF	50_49_49_AtgW_SF	50_49_50_AtgE_SF	50_49_51_AtgH_SF	50_49_54_AtgW_SF	50_50_48_AtgW_SF	50_50_49_AtgW_SF	50_50_50_NOD2_SF	50_50_54_AtgE_SF	50_50_55_AtgH_SF	50_50_57_NOD2_SF	50_51_48_B6_SF	50_51_49_AtgH_SF	50_51_50_B6_SF	50_51_52_AtgH_SF	50_51_53_NOD2_SF	50_51_54_NOD2_SF	50_51_55_NOD2_SF	50_52_48_NOD2_SF	50_52_52_AtgE_SF	50_52_53_AtgE_SF	50_53_49_AtgE_SF	50_53_50_AtgE_SF	50_53_52_NOD2_SF	50_53_55_AtgH_SF	50_53_56_AtgE_SF	50_53_57_AtgE_SF	50_54_49_AtgE_SF	50_54_52_AtgW_SF	50_54_53_AtgW_SF	50_54_54_AtgE_SF	50_55_48_AtgH_SF	50_55_50_AtgE_SF	50_55_51_B6_SF	50_55_53_AtgH_SF	50_55_54_AtgH_SF	50_55_56_AtgE_SF	50_55_57_AtgE_SF	50_56_48_AtgH_SF	50_56_50_AtgW_SF	50_56_51_AtgE_SF	50_56_52_AtgW_SF	50_56_54_AtgW_SF	50_56_56_AtgH_SF	50_57_48_AtgE_SF	50_57_49_AtgW_SF	50_57_50_NOD2_SF	50_57_51_AtgH_SF	50_57_52_NOD2_SF	50_57_56_AtgH_SF	51_48_49_AtgW_SF	51_48_51_NOD2_SF	51_48_55_NOD2_SF	51_48_56_AtgE_SF	51_48_57_AtgW_SF	51_49_49_NOD2_SF	51_49_51_AtgH_SF	51_49_57_AtgH_SF	51_50_48_NOD2_SF	51_50_50_NOD2_SF	51_50_54_AtgH_SF	51_50_55_NOD2_SF	51_50_56_AtgH_SF	51_50_57_AtgE_SF	51_51_49_AtgH_SF	51_51_50_AtgE_SF	51_51_52_NOD2_SF	51_51_55_AtgH_SF	51_51_57_AtgW_SF	51_52_49_NOD2_SF	51_52_50_NOD2_SF	51_52_51_NOD2_SF	51_52_53_NOD2_SF	51_52_54_AtgE_SF	51_52_55_B6_SF	51_52_56_AtgE_SF	51_53_50_AtgH_SF	51_53_53_AtgW_SF	51_53_56_NOD2_SF	51_53_57_AtgE_SF	51_54_50_NOD2_SF	51_54_53_NOD2_SF	51_54_55_AtgW_SF	51_55_50_AtgE_SF	51_55_53_B6_SF	51_55_55_NOD2_SF	51_56_49_AtgE_SF	51_56_51_AtgW_SF	51_56_52_AtgH_SF	51_56_53_AtgE_SF	51_56_54_B6_SF	51_56_56_AtgH_SF	51_57_48_AtgW_SF	51_57_49_AtgE_SF	51_57_50_AtgW_SF	51_57_53_NOD2_SF	51_57_56_AtgE_SF	51_57_57_AtgH_SF	57-1_B6_NYU	57-2_B6_NYU	57-3_B6_NYU	57-4_B6_NYU	57-5_B6_NYU	59-1_B6_NYU	59-2_B6_NYU	59-3_B6_NYU	59-4_B6_NYU	59-5_B6_NYU	61-1_NOD2_NYU	61-2_NOD2_NYU	61-3_NOD2_NYU	61-4_NOD2_NYU	64-1_NOD2_NYU	64-2_NOD2_NYU	64-3_NOD2_NYU	64-4_NOD2_NYU	64-5_NOD2_NYU	65-1_NOD2_NYU	65-2_NOD2_NYU	65-3_NOD2_NYU	65-4_NOD2_NYU	65-5_NOD2_NYU	66-1_NOD2_NYU	66-2_NOD2_NYU	66-3_NOD2_NYU	66-4_NOD2_NYU	66-5_NOD2_NYU	70-1_AtgE_NYU	70-2_AtgE_NYU	70-3_AtgE_NYU	70-7_AtgE_NYU	70-9_AtgE_NYU	71-3_AtgE_NYU	71-6_AtgE_NYU	71-7_AtgE_NYU	71-8_AtgE_NYU	71-9_AtgE_NYU	76-1_AtgE_NYU	76-2_AtgE_NYU	76-3_AtgE_NYU	76-4_AtgE_NYU	76-5_AtgE_NYU	77-76_AtgH_NYU	77-77_AtgH_NYU	77-78_AtgH_NYU	77-79_AtgH_NYU	77-80_AtgH_NYU	78-84_AtgH_NYU	78-85_AtgH_NYU	82-5_AtgH_NYU	82-7_AtgH_NYU	82-8_AtgH_NYU	82-92_AtgH_NYU	82-94_AtgH_NYU	86-3_AtgH_NYU	86-6_AtgH_NYU	86-7_AtgH_NYU	86-8_AtgH_NYU	86-9_AtgH_NYU
D_0__Bacteria|D_1__Bacteroidetes|D_2__Bacteroidia	0.712898145	0.880652984	0.520987129	0.859437926	0.64904287	0.567631899	0.600727141	0.834601115	0.694124157	0.779899497	0.832569885	0.880556699	0.818919589	0.852329285	0.554383473	0.549469932	0.810641308	0.878961869	0.66238628	0.798107863	0.830969609	0.619218652	0.679240596	0.843547028	0.887958461	0.559016112	0.591967687	0.656354648	0.714264229	0.753846154	0.813307701	0.682461889	0.619317045	0.438509686	0.768034532	0.830747652	0.846910176	0.533037187	0.681011114	0.817050252	0.684128521	0.834189536	0.734607934	0.843868655	0.803464311	0.938326562	0.806928374	0.854735898	0.79148957	0.755597915	0.654803995	0.473315242	0.763050612	0.664530774	0.63659641	0.859271482	0.651376147	0.711351992	0.713598769	0.708625664	0.530425817	0.585630264	0.702968584	0.721521299	0.860910373	0.784899166	0.827166827	0.59301839	0.723014507	0.773096528	0.719432314	0.719831564	0.852628359	0.772363926	0.795437822	0.789865647	0.770434963	0.747384258	0.700776658	0.727155081	0.739724952	0.723563741	0.521538248	0.754813586	0.673230789	0.892724719	0.75736436	0.659505565	0.665525406	0.66897523	0.801298501	0.761470426	0.896696113	0.72788376	0.807348693	0.431077694	0.745533049	0.680768891	0.591329053	0.543059683	0.854347684	0.801352343	0.678974988	0.747957516	0.698889681	0.721930401	0.865109859	0.77468056	0.600767531	0.886396454	0.402666193	0.797417084	0.798529155	0.772396213	0.798542526	0.881302828	0.803857988	0.814296771	0.623392587	0.501338258	0.846579111	0.483632524	0.740539552	0.562032505	0.83395727	0.602705291	0.529146211	0.664595959	0.67975316	0.753031352	0.777168101	0.632347736	0.846830108	0.592941683	0.754341082	0.815320548	0.83340346	0.641751214	0.806954247	0.778535806	0.806425128	0.799333221	0.690111757	0.67016213	0.826808763	0.702940644	0.771756801	0.850268779	0.625711755	0.765043949	0.615115378	0.72610039	0.583916552	0.741956016	0.900471653	0.834857267	0.732607751	0.754054865	0.756218767	0.76241123	0.660528229	0.487934499	0.656146389	0.661172345	0.806597368	0.76319112	0.648200793	0.528048898	0.865404475	0.785491273	0.821121759	0.599586629	0.812854283	0.649279861	0.718776511	0.725190655	0.809718981	0.635312808	0.796554345	0.785313437	0.751928326	0.823101025	0.742975278	0.64702244
D_0__Bacteria|D_1__Cyanobacteria|D_2__Melainabacteria	0.012163108	0.001949951	0.003233699	0.000478917	0.002398115	0.027149402	0.002484023	0	7.14E-05	0	0.000763448	0.002315291	0.010283732	0.001567788	0.005389259	0.00495356	0.017050012	0.001620633	0	0.001870136	0	0.023282924	0.002661462	0.008859418	0.011525302	0.033989749	0.003924489	0.017632184	0.002900544	0.011594747	0.030154153	0.037954125	0.002073972	0.0051211	0.001714759	0.00367754	0.002124678	0.005609849	0.037459339	0.010104862	0.003389902	0.001622279	0.039136416	0.04316793	0.019158335	0.0102645	0.041059634	0.006470419	0.013532659	0.000892771	0.000438721	0.020616614	0.009207517	0.016924315	0.04460676	0.015466837	0.006104378	0.021806326	0	0.048458618	0.003752964	0.002853762	0	0.036099655	0.01597904	0.079096045	0.04018382	0.001195481	0.001475289	0	0.011683138	0.013988233	0.001511689	0.006434708	0.038650711	0.002465657	0.02800789	0.040210627	0.081444165	0.005282062	0.037630695	0.007425916	0.015007295	0.002848489	0.002906502	0.000533708	0.048856822	0.004264807	0.017054908	0.044022865	0.058227263	0.000644924	0.000594322	0.000415143	0.012718031	0.002574003	0.005829918	0.053760593	0.008084261	0.037456662	0.015156464	0.003492071	0.034722488	0.032092525	0.022257309	0.007803424	0.005483642	0.064804595	0.001657169	0.005037107	0.066299325	0.021878424	0.075460729	0.027289694	0.082654138	0.005457143	0.011384615	0.006910659	0.053738023	0.002890638	0.004072166	0.023170335	0.000887937	9.23E-05	0.002968425	0	0.001711717	0.052448556	0.001266435	0.002850196	0.001139491	0.011232508	0.009561789	0.005638046	0.034849523	0.000372603	0.001776531	0	0.002300043	0.00993113	0.001059378	0.006963201	0.000199863	0.002528633	0.004973357	0.007125344	0.053018316	0.001236858	0	0	0.002900073	0	0	0.001316887	0	0.001704739	0.002171636	0.003529982	0.008578567	0.014467382	0.009396118	0.001145518	0.002224367	0	0	0.001472986	0	0.006656213	0.04070568	0.000432591	0	0	0	0	0.005537751	0.00343784	0.006188495	0.020853877	0	0.002483946	0.001779993	0.011834194	0.004481101	0.006630545
D_0__Bacteria|D_1__Cyanobacteria|D_2__Oxyphotobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria|D_1__Deferribacteres|D_2__Deferribacteres	0.000408354	0.000599985	0.014721838	0.006204149	0.022344793	0.004939509	0.006074566	0.000203297	0	0.001873776	0.000822175	0.001517802	0.001208029	0.00094565	0.004303052	0.002589361	0.000583405	0	0	0.00745304	0	0.010396975	0.000674237	0.004647118	0.000540249	0.00304093	0.012117219	0.004009386	0.00167587	0.002326454	0.003631315	0.00390369	0.013426238	0.006778655	0.00375473	0	0	0.060388374	0.000576037	0	0.002800354	0.003345951	0.001193183	0.002574758	0.001883283	0.000324142	0.001452195	0.000832826	0	0.000506708	0.00975509	0.005352028	0.001073879	0.00252859	0.016414209	0.006181809	0.012031303	0.000254054	0	0.000379651	0.016228477	0.005446509	0	0.005250582	0.000143955	0.000411569	0.000983221	0.038653888	0.039095156	0	0.000861871	0.000519151	0.005650836	0.000530698	0	0.031424546	0.006540019	0.000581276	0.001532326	0.001162054	0.002511853	0.035207576	0.002119086	0.000252398	0.007021325	0.00255618	0.001839597	0.031110089	0.009983361	0.000447353	0.000205297	0.000829187	0.000594322	0.007195809	0.00322429	0.009686378	0.003382546	0.010262182	0.020695708	0.001114413	0.000555301	0.003558798	0.005994561	0.00122549	0.008964042	0.000505076	0.004364532	0.002432043	0.001482731	0.000167904	0.049502311	0.000365194	0.001104587	0.001320102	0.000926903	0.000912393	0.001065089	0.00023957	0.002332325	0.010625769	0	0.03206482	0.008122013	0	0	0	0	0.000607708	0.005111792	0.001642486	0.001121961	0.001840621	0.012960529	0.000172154	0.000423029	0	0	0	0	0.000906755	0.000397267	0.003671506	0.000516314	0.000644554	0.000947306	0.00042785	0.001235504	0	0	0	0	0	0	0	0	0.000185972	0.001737309	0.001292019	0.001554692	0.000990917	0.002853835	0.027623894	0	0	0	0	0	0.004000128	0.000839071	0	0	0	0	0	0.000589122	0.001137877	0.001988435	0.000529564	0	0.000662386	0.000385665	0.001122026	0.000281422	0.009970558
D_0__Bacteria|D_1__Firmicutes|D_2__Bacilli	0.075107922	0.013824654	0.018274652	0.023488691	0.001523509	0.003006658	0.016778448	0.028952852	0.045603827	0.016080402	0.013536528	0.00226384	0.040670301	0.014259407	0.012658492	0.015780092	0.002494057	0.015396013	0.01162815	0.00192514	0.020131854	0.00121298	0.10841022	0.00035329	0.021970106	0.002329745	0.001002607	0.001093469	0.012139312	0.000600375	0.00096123	0.001082775	0.024032601	0.006951832	0.000886944	0.044404153	0.014533701	0.000406143	0.00179588	0.043469971	0.013559608	0.000659051	0.005544794	0.003389554	0.010416182	0.002312214	0.001054012	0.014382267	0.020079144	0.082207316	0.001212935	0.001017639	0.017142289	0.000603414	0.000916393	0.001108292	0.002111689	0.031418046	0.034077066	0.001974184	0.013011651	0.048548758	0.018226633	0.007868264	0.003685256	0.007183747	0.000406113	0.045368507	0.000737644	0.00971647	0.026181721	0.00184587	0.001925603	0.004510929	0.001704039	0.002943692	0.002304578	0.002701224	0.005625525	0.065972956	0.017520173	0.013733576	0.001875912	0.084877767	0.005061886	0.001910112	0.027187806	0.000707852	0.000511967	0.030817662	0.014960994	0.000760088	0.008590648	0.032816052	0.069523746	0.063029195	0.005969199	0.00110346	0.005220123	0.000866766	0.013229242	0.003736738	0.00088099	0.01146344	0.000662117	0.013914844	0.001939792	0.006285896	0.004593557	0.005742302	0.00558123	0.001991966	0.001685948	0.000842134	0.001118675	0.000464804	0.044023669	0.006560519	0.002017146	0.001953857	0.011569267	0.001319958	0.017184195	0.189652784	0.011041785	0.014334451	0.004100596	0.007849559	0.006147966	0.001384841	0.004943639	0.037945112	0.005823175	0.081192167	0.018693848	0.006531507	0.011991585	0.071341477	0.024353395	0.022668883	0.015625828	0.004346725	0.054596026	0.020055531	0.01285968	0.001168359	0.012875257	0.005113934	0.06969927	0.112453132	0.016325408	0.002731384	0.002362591	0.060993811	0.010251227	0.028639618	0.004062237	0.07053042	0.012243198	0.021668043	0.025334518	0.021145143	0.004029043	0.020557782	0.008296091	0.103424694	0.002244333	0.014720471	0.005271084	0.005266326	0.008972548	0.008227672	0.002724933	0.060065697	0.041780564	0.017261833	0.015035001	0.023629524	0.028527996	0.015106074	0.027945888	0.006838005	0.007663333	0.040030679
D_0__Bacteria|D_1__Firmicutes|D_2__Clostridia	0.177021351	0.081222969	0.430805233	0.076038923	0.193965213	0.378570406	0.330194431	0.061785285	0.063363438	0.184686143	0.122768381	0.078874254	0.111758146	0.115045789	0.410502789	0.414804391	0.107317358	0.056652698	0.254585381	0.180908116	0.093326901	0.331805293	0.15702626	0.122836101	0.060147668	0.390416166	0.370047839	0.298494202	0.256064285	0.228067542	0.144647371	0.254480695	0.288445795	0.529947305	0.166449858	0.042214734	0.028140681	0.387485722	0.194802114	0.092932044	0.257695709	0.103521698	0.08753755	0.099991852	0.138339921	0.035072176	0.114325198	0.113552644	0.079583761	0.099218222	0.324034169	0.483265491	0.097424679	0.266047928	0.278017358	0.106716252	0.293861906	0.216771817	0.234916971	0.21808656	0.414063305	0.346575485	0.243994724	0.15048625	0.074597645	0.08983425	0.099754195	0.273844866	0.211611753	0.205399809	0.204033556	0.064634287	0.104864398	0.133835285	0.102009992	0.157122729	0.150254334	0.097226971	0.202350966	0.187513205	0.173459135	0.147120492	0.422566525	0.109829091	0.280526436	0.083005618	0.070788638	0.209612628	0.297772943	0.178792146	0.086891809	0.125368528	0.061485264	0.183157062	0.101274042	0.474869606	0.216900792	0.22850459	0.364484686	0.112958148	0.068514405	0.171556307	0.26182633	0.14746732	0.215799124	0.154629022	0.114634237	0.136886611	0.377572974	0.082474227	0.460113758	0.103881013	0.113946864	0.188182811	0.085402883	0.065038131	0.125372781	0.12769055	0.305755169	0.472940421	0.110218171	0.451263098	0.184925962	0.112683535	0.090981282	0.359348815	0.446758084	0.144448758	0.290520159	0.212202702	0.097522921	0.301201123	0.073140889	0.191091026	0.171024536	0.077457534	0.079873773	0.254123818	0.150043971	0.096310369	0.141930187	0.162938893	0.223180826	0.294437007	0.129899349	0.156379075	0.137032622	0.064720993	0.259205365	0.090909091	0.340433511	0.210540456	0.394441225	0.158860454	0.069352199	0.105693829	0.211261848	0.125695037	0.197279289	0.177605285	0.259752847	0.44960658	0.268665799	0.105227121	0.154169033	0.099531801	0.326587866	0.429837755	0.059509466	0.060543936	0.096941698	0.378711396	0.077761518	0.241598383	0.20496748	0.155864907	0.133143959	0.215587451	0.125817076	0.123203739	0.201791859	0.10807435	0.136424644	0.271308048
D_0__Bacteria|D_1__Firmicutes|D_2__Erysipelotrichia	0.004025201	0.004349891	0.000212743	0.010013714	0.063959147	0.007194502	0.017772057	0.022599827	0.12963624	0.007154416	0.017735494	0.019962955	0.003964812	0.002364125	0.000689324	0.004203021	0.02250485	0.028083254	0.054940918	0.001045076	0.033188616	0.001417769	0.006352023	0.003940539	0.001380635	0.000416902	0	0.0030526	0.001697355	0	0.00064082	0.004217125	0.007167937	0.003339848	0.045884579	0.053948651	0.068396546	0.001015357	0.030987395	0.016805121	0.002926685	0.034828309	0.007818861	0.002134767	0.005603348	0.001339787	0.000585562	0.001729716	0.00996629	0.018386256	0.002348448	0.005766621	0.021954857	0.000545946	0.001158967	0.000689604	0.011623161	0.000868019	0.00477656	0.003705391	0.003381792	0.001009257	0.021988714	0.001567565	0.012149829	0.033187413	0.002864166	0.034629102	0.0116179	0.001115005	0.007507853	0	0.006568647	0.003830973	0.020061191	0.00105671	0.00919755	0.001880599	0.003001679	0.000713078	0.001177431	0.024077439	0.011672341	0.027403187	0.014761112	0.004382022	0.030030819	0.066785822	0	0.006478337	0.001026483	0.048852957	0.004457411	0.036255807	0.001724099	0.001083791	0.010068049	0.002714513	0.00076223	0.127909856	0.01117136	0.003781223	0.001896043	0.004774306	0	0.071468256	0.00313351	0.005855611	0.003488778	0.000873098	0.001510843	0.001394376	0.000319749	0.001092498	0.014095311	0.016836234	0.001112426	0.007887365	0.000346697	0.001418554	0.002184407	0.000507676	0.009036066	0.110744298	0.040839478	0.010084989	0.001598856	0.064940326	0.005779548	0.010708362	0.089669197	0.001038299	0.000543798	0.052851302	0.001510817	0.083353425	0.048597475	0.018542803	0.005344217	0.061788899	0.019439589	0.007765024	0.02391699	0.000718925	0.002131439	0.074824335	0.002687764	0.054849912	0.024885065	0.026953101	0.003450086	0.014955447	0.00427941	0.005574821	0.008229859	0.013141989	0.029559797	0.025402026	0.005802332	0.007795211	0.016799935	0.000507033	0.031015235	0.170958584	0.006567739	0.005208059	0.004900127	0.0062402	0.002861446	0.114185224	0.061242412	0.001609762	0.056618055	0.013355954	0.010910548	0.07560828	0.015704575	0.039607757	0.02614644	0.048078162	0.005606978	0.028643408	0.086353206	0.004873945
D_0__Bacteria|D_1__Patescibacteria|D_2__Saccharimonadia	0	0	0.00014892	0	0	8.95E-05	0.000180656	0	0	0.000170343	0	0	0	0	0	0	0	0	0.000146398	0	0	0	0	0	0	0	0	6.83E-05	0	0	0	0	0	0	0	0	0	0	6.78E-05	0	0.000126332	0	0	0	0	0	0	0	0	0.000168903	0	0	0	0	0	0	3.55E-05	0	0.000160287	0	6.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203512	0	0	0	0	0	0	0	0	0	0.000189107	0	0	0	0	0	0.000113443	0	0	0	0	6.44E-05	0	0.000117989	0	0	0	0	0	0.00023006	0	6.48E-05	0.000158907	0	0	0	0	0	0	0	0	0.000399533	7.50E-05	0	0	0.000219481	0	0	0	0	0	0	0	0	0	6.68E-05	0	0.00015782	0	0	0	0	0	0.000139115	0	0	4.71E-05	0	0	7.30E-05	0	0	0.000148333	0	6.49E-05	0
D_0__Bacteria|D_1__Proteobacteria|D_2__Alphaproteobacteria	0.002858476	0.000974976	0.001723221	0	0	0.000876942	0.001287176	0	0.000356977	0.000970956	0	0.000746038	0.000898278	0.002065499	0.002130637	0.000243925	0.017633417	0	0.00079473	0.000357526	0.00196173	0.005560807	0.001242016	0.000217409	0.003631671	0.000735709	0.000716148	0.001685764	0.000709022	0	0	0	0.00132807	0.002127607	0	0	0.001582207	0.001370732	0.029496476	0	0.002084474	6.76E-05	0.00143182	0	0.001743781	0.000842769	0.00178011	0	0	0.000747997	0.000387107	0.000452284	0.006383613	0.002413654	0.008058865	0.002930818	0.000390396	0.00088919	0.000769379	0.000501139	0.000701103	0.000104406	0	0	0.001957792	0.001908183	0.021374372	0.001155632	0.000368822	0.000159286	0.000153221	0.019554684	0.000611874	0.001956947	0.00147167	0	0	0.000718047	0.001280437	0.001901542	0.005274891	0.00286553	0	0	0.000587832	0	0.001529015	0.000230052	0.001759887	9.94E-05	0.02317286	0.000506726	0	0.000177918	0.0004926	0	0.00119384	0.010218044	0.000485056	4.64E-05	0.003919775	0.001757157	0.007124526	0.001838235	0.029387797	0.006768019	0	0	0	0.005137849	0.003768219	0	0.006511249	0	0.00163007	0	0.002792899	0.001474274	0.003435451	0.000133826	0.000242712	0.000731054	0.001096863	0	0.000661751	0	0.000677163	0.043771839	0.000805913	0.002689168	0.00082394	0.002996909	0.012756605	0	0.000926635	0	0.00116877	0.000276072	0.000180396	0.006692718	0.000105938	0.001561445	0	0.000322277	0.00937833	0	0.000346808	0.0001665	0.000569404	0	0.000975024	0	0.001136718	0	0	0.00058891	0.000638716	0.000622938	0.006357579	0.001750619	0.004442291	0.000244127	0.000629538	0.001653307	0.003876447	0.000341943	0	0.000256008	0.000107573	0.001749172	0.002978122	0.001430899	0.015609494	0.001877053	0.000612687	0.000266312	0.006229076	0.038110369	0	0.002888738	0.000266999	0.004890338	0.000627787	0.002276157
D_0__Bacteria|D_1__Proteobacteria|D_2__Deltaproteobacteria	0.002012601	0.000774981	0.007297096	0.00226397	0.003442001	0.00737347	0.003590543	0.000542125	0.00155285	0.001124265	0.001614987	0.000591686	0.001393879	0.000821222	0.003216845	0.003471245	0.000408384	0.000439886	0.002405103	0.006132945	0.000900466	0.004080025	0.000177431	0.009864935	0.000570262	0.008705888	0.014580767	0.002893136	0.002621232	0.001838649	0.004984157	0.009801966	0.001873852	0.002993493	0.001419111	0.000735508	0.000587677	0.006523671	0.000254134	0.001171183	0.000568493	0.001520887	0.000547461	0.003911024	0.000651011	0.003414297	0.001803532	0.005189148	0.002540427	0.000144774	0.00340654	0.007952661	0.001272745	0.001005689	0.00989165	0.005442948	0.004081415	0.000677478	0.000512919	0.0041306	0.004783998	0.001339876	0.010161942	0.015569117	0.000316702	0.002244921	0.002436678	0.002948853	0.003350135	0.001871615	0.00285375	0.002134287	0.002339518	0.000248764	0.003291894	0.003421728	0.004360012	0.007214662	0.00193115	0.000316924	0.000612264	0.002184093	0.007712082	0.000865364	0.002939159	0.005955056	0.004706501	0.008211081	0.006175605	0.002419021	0.000410593	0.000944352	0.001485804	0.002233864	0.000649336	0.009246088	0.002268296	0.007326977	0.003095117	0.004751734	0.001812896	0.004893347	0.002393994	0.001531863	0.020423755	0.001136421	0.000857985	0.003872561	0.005204093	0.000839518	0.007625311	0.002025165	0.001802221	0.003482338	0.001981654	0.006076882	0.000497041	0.003814684	0.000914019	0.005727745	0.007092581	0.001198116	0.002063148	0.002262443	0.00100208	0.002992578	0.001636476	0.000320735	0.002901287	0.001433149	0.00084147	0.002005805	0.006117732	0.004217775	0.003001491	0.001556164	0.001051893	0.001449375	0.000653934	0.002094173	0.001721489	0.000970628	0.000466348	0.004734989	0.000947306	0.001974691	0.003099599	0.000547072	0.001687123	0.001536665	0.001425036	0.006313527	0.001515624	0.000965717	0.001010684	0.001084834	0.002605963	0.000945943	0.000860633	0.002510322	0.002315376	0.005314454	0.012087128	0.001202405	0.000790104	0.000526067	0.009538416	0.004960159	0.002431153	0.000978032	0.000629987	0.001848245	0.000824208	0.001010721	0.001178245	0.002178913	0.000669575	0.000547825	0.002736255	0.000772783	0.00249199	0.001270218	0.001472053	0.003983275
D_0__Bacteria|D_1__Proteobacteria|D_2__Gammaproteobacteria	0.009042119	0.00839979	0.001701947	0.016065481	0.047482684	0.001306464	0.004200257	0.025937283	0.022096884	0.004786645	0.004786234	0.005916855	0.00966423	0.004827792	0.0040315	0.003884042	0.017545907	0.011020304	0.007445362	0.001677622	0.007525326	0.001260239	0.009013485	0.002011034	0.008553935	0.000392378	0.003466155	0.002414744	0.006252283	0.001726079	0.000249208	0.004787007	0.002274092	0.002127607	0.011559839	0.013341772	0.020116631	0.00225917	0.010385606	0.008634073	0.014970312	0.019737732	0.017967938	0.000619245	0.004998837	0.005315931	0.001662997	0.002306288	0.018418096	0.00412605	0.001935534	0.0011684	0.007338172	0.038446066	0.004015956	0.001847154	0.011019821	0.00052928	0.002244021	0.012103265	0.005113929	0.006142549	0.000713498	0.008203083	0.021967581	0.001234706	0.004125254	0.00472215	0.007376445	0.008402357	0.016950126	0.018804799	0.023377184	0.008292149	0.012547926	0.011447693	0.007515831	0.003128633	0.001721243	0.005836679	0.00067506	0.007233715	0.012645036	0.007535877	0.006172235	0.008455056	0.044890938	0.016068237	0.000991937	0.016336675	0.007826935	0.039870094	0.025501796	0.004961945	0.002709299	0.007180112	0.004616181	0.004259357	0.002355985	0.018945022	0.021477102	0.002157521	0.005075267	0.025275735	0.000942243	0.012197586	0.003058903	0.004677006	0.001133853	0.010208536	0.000870956	0.003286743	0.000261613	0.005121085	0.008949404	0.016905094	0.006272189	0.015848445	0.002237771	0.000936781	0.01529085	0.004102023	0.030111514	0.010619632	0.012270751	0.001885324	0.000733593	0.01095562	0.003338783	0.007020821	0.007432989	0.002902518	0.008542167	0.002496234	0.014624713	0.007561644	0.013768116	0.003450894	0.006268744	0.006196161	0.006594629	0.006287981	0.001998634	0.005354752	0.005068088	0.01517221	0.002536036	0.016031587	0.005609684	0.0001844	0.001550039	0.004746339	0.001292738	0.002041175	0.008470498	0.007872795	0.007741243	0.012551046	0.005163798	0.007464905	0.002853835	0.001201855	0.007113778	0.005845023	0.002197477	0.00134147	0.004600883	0.003328106	0.020481928	0.017529341	0.001393608	0.001470647	0.016231855	0.005378479	0.006032614	0.007045152	0.007345034	0.009897374	0.006511274	0.008868608	0.004331316	0.007727157	0.012858813	0.005715134
