Genes	module
Itga9	1.1.1.1.2.1.1.1
Itpkb	1.1.1.1.2.1.1.1
Kank2	1.1.1.1.2.1.1.1
Klk1b9	1.1.1.1.2.1.1.1
Lcat	1.1.1.1.2.1.1.1
Lrp4	1.1.1.1.2.1.1.1
Lrrc16a	1.1.1.1.2.1.1.1
Lysmd3	1.1.1.1.2.1.1.1
Maoa	1.1.1.1.2.1.1.1
Meis2	1.1.1.1.2.1.1.1
Myl9	1.1.1.1.2.1.1.1
Myo1b	1.1.1.1.2.1.1.1
Npdc1	1.1.1.1.2.1.1.1
Nt5dc2	1.1.1.1.2.1.1.1
Nxt2	1.1.1.1.2.1.1.1
Olfml1	1.1.1.1.2.1.1.1
Pak4	1.1.1.1.2.1.1.1
Parm1	1.1.1.1.2.1.1.1
Parva	1.1.1.1.2.1.1.1
Pcbd1	1.1.1.1.2.1.1.1
Polr3g	1.1.1.1.2.1.1.1
Prom1	1.1.1.1.2.1.1.1
Prss23	1.1.1.1.2.1.1.1
Ptplad2	1.1.1.1.2.1.1.1
Pxmp2	1.1.1.1.2.1.1.1
Rab11fip5	1.1.1.1.2.1.1.1
Ramp2	1.1.1.1.2.1.1.1
Rap1gap	1.1.1.1.2.1.1.1
Rap2a	1.1.1.1.2.1.1.1
Rasip1	1.1.1.1.2.1.1.1
Rbpjl	1.1.1.1.2.1.1.1
Sash1	1.1.1.1.2.1.1.1
Scn5a	1.1.1.1.2.1.1.1
Selm	1.1.1.1.2.1.1.1
Slc35d1	1.1.1.1.2.1.1.1
Sorcs3	1.1.1.1.2.1.1.1
Stk35	1.1.1.1.2.1.1.1
Susd2	1.1.1.1.2.1.1.1
Tbc1d30	1.1.1.1.2.1.1.1
Tbxas1	1.1.1.1.2.1.1.1
Tcf7l2	1.1.1.1.2.1.1.1
Tfb1m	1.1.1.1.2.1.1.1
Tmtc1	1.1.1.1.2.1.1.1
2200002D01Rik	1.1.1.1.2.1.1.2
Abhd14b	1.1.1.1.2.1.1.2
Abi2	1.1.1.1.2.1.1.2
Akt3	1.1.1.1.2.1.1.2
Aktip	1.1.1.1.2.1.1.2
Apmap	1.1.1.1.2.1.1.2
Arfgap3	1.1.1.1.2.1.1.2
Bdp1	1.1.1.1.2.1.1.2
Ccdc34	1.1.1.1.2.1.1.2
Cdk14	1.1.1.1.2.1.1.2
Cox19	1.1.1.1.2.1.1.2
Cyp4v3	1.1.1.1.2.1.1.2
Ddah2	1.1.1.1.2.1.1.2
Def8	1.1.1.1.2.1.1.2
Dzip1	1.1.1.1.2.1.1.2
Eif4e3	1.1.1.1.2.1.1.2
Eif4ebp1	1.1.1.1.2.1.1.2
Elmod2	1.1.1.1.2.1.1.2
Erp27	1.1.1.1.2.1.1.2
Fam210b	1.1.1.1.2.1.1.2
Ffar2	1.1.1.1.2.1.1.2
Frat1	1.1.1.1.2.1.1.2
Gab3	1.1.1.1.2.1.1.2
Galns	1.1.1.1.2.1.1.2
Gstz1	1.1.1.1.2.1.1.2
Hist3h2ba	1.1.1.1.2.1.1.2
Inpp4a	1.1.1.1.2.1.1.2
Klrb1b	1.1.1.1.2.1.1.2
Lilrb3	1.1.1.1.2.1.1.2
Maged1	1.1.1.1.2.1.1.2
Man1c1	1.1.1.1.2.1.1.2
Mpp6	1.1.1.1.2.1.1.2
Nr1d1	1.1.1.1.2.1.1.2
Nr2f2	1.1.1.1.2.1.1.2
Pde4a	1.1.1.1.2.1.1.2
Pdia4	1.1.1.1.2.1.1.2
Pik3r2	1.1.1.1.2.1.1.2
Pla2g15	1.1.1.1.2.1.1.2
Plxna4	1.1.1.1.2.1.1.2
Ppil3	1.1.1.1.2.1.1.2
Prnp	1.1.1.1.2.1.1.2
Rnf113a2	1.1.1.1.2.1.1.2
S100a16	1.1.1.1.2.1.1.2
Slc37a4	1.1.1.1.2.1.1.2
Spns2	1.1.1.1.2.1.1.2
Sulf2	1.1.1.1.2.1.1.2
Tcf7l1	1.1.1.1.2.1.1.2
Tdp2	1.1.1.1.2.1.1.2
Tfdp2	1.1.1.1.2.1.1.2
Tifa	1.1.1.1.2.1.1.2
Zbed6	1.1.1.1.2.1.1.2
Zdhhc21	1.1.1.1.2.1.1.2
Zfhx3	1.1.1.1.2.1.1.2
Zfp358	1.1.1.1.2.1.1.2
2610002M06Rik	1.1.1.1.2.1.1.3
4632415L05Rik	1.1.1.1.2.1.1.3
Aars2	1.1.1.1.2.1.1.3
Anapc10	1.1.1.1.2.1.1.3
Atg4a	1.1.1.1.2.1.1.3
BC064078	1.1.1.1.2.1.1.3
Baiap3	1.1.1.1.2.1.1.3
Bcdin3d	1.1.1.1.2.1.1.3
Bub1b	1.1.1.1.2.1.1.3
Ccdc41	1.1.1.1.2.1.1.3
Cd101	1.1.1.1.2.1.1.3
Cenpo	1.1.1.1.2.1.1.3
Cenpt	1.1.1.1.2.1.1.3
Cpeb2	1.1.1.1.2.1.1.3
Degs2	1.1.1.1.2.1.1.3
Dennd1a	1.1.1.1.2.1.1.3
Dtwd1	1.1.1.1.2.1.1.3
Dusp28	1.1.1.1.2.1.1.3
Fam120c	1.1.1.1.2.1.1.3
Fam35a	1.1.1.1.2.1.1.3
Galnt4	1.1.1.1.2.1.1.3
Ggta1	1.1.1.1.2.1.1.3
Golim4	1.1.1.1.2.1.1.3
Hiatl1	1.1.1.1.2.1.1.3
Hrsp12	1.1.1.1.2.1.1.3
Iffo2	1.1.1.1.2.1.1.3
Katnbl1	1.1.1.1.2.1.1.3
Klhl25	1.1.1.1.2.1.1.3
Lrrc28	1.1.1.1.2.1.1.3
Lsm1	1.1.1.1.2.1.1.3
Mbtps2	1.1.1.1.2.1.1.3
Mctp2	1.1.1.1.2.1.1.3
Mettl21d	1.1.1.1.2.1.1.3
Mrm1	1.1.1.1.2.1.1.3
Mynn	1.1.1.1.2.1.1.3
Narf	1.1.1.1.2.1.1.3
Ndufaf6	1.1.1.1.2.1.1.3
Nostrin	1.1.1.1.2.1.1.3
Nudcd1	1.1.1.1.2.1.1.3
Nvl	1.1.1.1.2.1.1.3
Osm	1.1.1.1.2.1.1.3
Oxsr1	1.1.1.1.2.1.1.3
Pctp	1.1.1.1.2.1.1.3
Pde12	1.1.1.1.2.1.1.3
Pgm3	1.1.1.1.2.1.1.3
Phf19	1.1.1.1.2.1.1.3
Polr2d	1.1.1.1.2.1.1.3
Pqlc3	1.1.1.1.2.1.1.3
Rbks	1.1.1.1.2.1.1.3
Rint1	1.1.1.1.2.1.1.3
Rnft1	1.1.1.1.2.1.1.3
Ska1	1.1.1.1.2.1.1.3
Snx15	1.1.1.1.2.1.1.3
Timm50	1.1.1.1.2.1.1.3
Tmc8	1.1.1.1.2.1.1.3
Tmem18	1.1.1.1.2.1.1.3
Trp53i13	1.1.1.1.2.1.1.3
Tsen15	1.1.1.1.2.1.1.3
Tsfm	1.1.1.1.2.1.1.3
Tulp4	1.1.1.1.2.1.1.3
Twsg1	1.1.1.1.2.1.1.3
Uhrf1	1.1.1.1.2.1.1.3
Urb2	1.1.1.1.2.1.1.3
Vps8	1.1.1.1.2.1.1.3
Xlr3c	1.1.1.1.2.1.1.3
Zbtb34	1.1.1.1.2.1.1.3
Zfp446	1.1.1.1.2.1.1.3
Zfp788	1.1.1.1.2.1.1.3
Atp1a2	1.1.1.1.2.1.2
Camk2b	1.1.1.1.2.1.2
Car3	1.1.1.1.2.1.2
Casp9	1.1.1.1.2.1.2
Ccl19	1.1.1.1.2.1.2
Col4a2	1.1.1.1.2.1.2
Dpt	1.1.1.1.2.1.2
Egfl7	1.1.1.1.2.1.2
Epas1	1.1.1.1.2.1.2
Fabp4	1.1.1.1.2.1.2
Fam213b	1.1.1.1.2.1.2
Gal	1.1.1.1.2.1.2
Ggh	1.1.1.1.2.1.2
Hamp2	1.1.1.1.2.1.2
Ins1	1.1.1.1.2.1.2
Klk1b3	1.1.1.1.2.1.2
Lmna	1.1.1.1.2.1.2
Lyve1	1.1.1.1.2.1.2
Map7	1.1.1.1.2.1.2
Me1	1.1.1.1.2.1.2
Mt2	1.1.1.1.2.1.2
Mylk	1.1.1.1.2.1.2
Reg3d	1.1.1.1.2.1.2
Rest	1.1.1.1.2.1.2
Serpina3n	1.1.1.1.2.1.2
Serpinh1	1.1.1.1.2.1.2
Smad1	1.1.1.1.2.1.2
Tle6	1.1.1.1.2.1.2
Tmem97	1.1.1.1.2.1.2
Yap1	1.1.1.1.2.1.2
Amy1	1.1.1.1.2.2
Cfd	1.1.1.1.2.2
Col3a1	1.1.1.1.2.2
Cuzd1	1.1.1.1.2.2
Gm5771	1.1.1.1.2.2
Gstm2	1.1.1.1.2.2
Klk1	1.1.1.1.2.2
Klk1b5	1.1.1.1.2.2
Nupr1	1.1.1.1.2.2
Pdia2	1.1.1.1.2.2
Prss1	1.1.1.1.2.2
Serpini2	1.1.1.1.2.2
Spink3	1.1.1.1.2.2
Tff2	1.1.1.1.2.2
0610010K14Rik	1.1.1.2.1.1
Abca7	1.1.1.2.1.1
Adar	1.1.1.2.1.1
Aftph	1.1.1.2.1.1
Ak2	1.1.1.2.1.1
Ankrd10	1.1.1.2.1.1
Anp32e	1.1.1.2.1.1
Arap1	1.1.1.2.1.1
Arl5c	1.1.1.2.1.1
Atp1a1	1.1.1.2.1.1
Atp6v1b2	1.1.1.2.1.1
Azin1	1.1.1.2.1.1
Brix1	1.1.1.2.1.1
Bscl2	1.1.1.2.1.1
Bzw2	1.1.1.2.1.1
Ctdnep1	1.1.1.2.1.1
Emb	1.1.1.2.1.1
Eml3	1.1.1.2.1.1
Ftsjd2	1.1.1.2.1.1
Igbp1	1.1.1.2.1.1
Imp3	1.1.1.2.1.1
Mecp2	1.1.1.2.1.1
Med13	1.1.1.2.1.1
Mettl23	1.1.1.2.1.1
Mrpl12	1.1.1.2.1.1
Mrpl14	1.1.1.2.1.1
Mtf2	1.1.1.2.1.1
Myo1e	1.1.1.2.1.1
Nedd9	1.1.1.2.1.1
Nfatc3	1.1.1.2.1.1
Nr2c2	1.1.1.2.1.1
Pgs1	1.1.1.2.1.1
Pik3ip1	1.1.1.2.1.1
Pik3r1	1.1.1.2.1.1
Pnn	1.1.1.2.1.1
Pnpla7	1.1.1.2.1.1
Ppp1r16b	1.1.1.2.1.1
Pptc7	1.1.1.2.1.1
R3hdm4	1.1.1.2.1.1
Rad9a	1.1.1.2.1.1
Rhof	1.1.1.2.1.1
Sf3a1	1.1.1.2.1.1
Sp3	1.1.1.2.1.1
Strn4	1.1.1.2.1.1
Szrd1	1.1.1.2.1.1
Tm9sf2	1.1.1.2.1.1
Traf1	1.1.1.2.1.1
Trp53	1.1.1.2.1.1
Trp53inp1	1.1.1.2.1.1
Ube2h	1.1.1.2.1.1
Ube2n	1.1.1.2.1.1
Ube2q1	1.1.1.2.1.1
Ufd1l	1.1.1.2.1.1
Usp4	1.1.1.2.1.1
Utp18	1.1.1.2.1.1
Xpo7	1.1.1.2.1.1
Yme1l1	1.1.1.2.1.1
Zc3h4	1.1.1.2.1.1
Zfp91	1.1.1.2.1.1
2700089E24Rik	1.1.1.2.1.2
Ankhd1	1.1.1.2.1.2
Ankrd40	1.1.1.2.1.2
Atp6v0d1	1.1.1.2.1.2
BC004004	1.1.1.2.1.2
C1qb	1.1.1.2.1.2
C1qc	1.1.1.2.1.2
Casp2	1.1.1.2.1.2
Ccdc134	1.1.1.2.1.2
Ccdc85b	1.1.1.2.1.2
Cd209b	1.1.1.2.1.2
Cd63	1.1.1.2.1.2
Cd81	1.1.1.2.1.2
Cfb	1.1.1.2.1.2
Chp1	1.1.1.2.1.2
Cisd3	1.1.1.2.1.2
Csda	1.1.1.2.1.2
Cxcl12	1.1.1.2.1.2
Cxcl13	1.1.1.2.1.2
Dap	1.1.1.2.1.2
Ddx24	1.1.1.2.1.2
Dnajc2	1.1.1.2.1.2
Dnase1l3	1.1.1.2.1.2
Dstn	1.1.1.2.1.2
Ehd4	1.1.1.2.1.2
Fasn	1.1.1.2.1.2
Flot1	1.1.1.2.1.2
Glul	1.1.1.2.1.2
Gpatch4	1.1.1.2.1.2
Grpel1	1.1.1.2.1.2
Gstm1	1.1.1.2.1.2
Hdlbp	1.1.1.2.1.2
Hk1	1.1.1.2.1.2
Igfbp7	1.1.1.2.1.2
Immt	1.1.1.2.1.2
Itm2c	1.1.1.2.1.2
Larp7	1.1.1.2.1.2
Lgals3bp	1.1.1.2.1.2
Lyz1	1.1.1.2.1.2
Map4	1.1.1.2.1.2
Mast3	1.1.1.2.1.2
Mfhas1	1.1.1.2.1.2
Mrpl15	1.1.1.2.1.2
Mrpl17	1.1.1.2.1.2
Mrpl37	1.1.1.2.1.2
N4bp2l2	1.1.1.2.1.2
Naa10	1.1.1.2.1.2
Naa16	1.1.1.2.1.2
Pak2	1.1.1.2.1.2
Pdap1	1.1.1.2.1.2
Pdcd6ip	1.1.1.2.1.2
Pdia3	1.1.1.2.1.2
Pet100	1.1.1.2.1.2
Pin1	1.1.1.2.1.2
Pkd1	1.1.1.2.1.2
Pla2g2d	1.1.1.2.1.2
Plbd1	1.1.1.2.1.2
Pnpla2	1.1.1.2.1.2
Ppp3ca	1.1.1.2.1.2
Ppp4r2	1.1.1.2.1.2
Psmd6	1.1.1.2.1.2
Ptpn7	1.1.1.2.1.2
Rmnd5b	1.1.1.2.1.2
Rnf40	1.1.1.2.1.2
Serpina3g	1.1.1.2.1.2
Snx17	1.1.1.2.1.2
Snx27	1.1.1.2.1.2
Sparc	1.1.1.2.1.2
Spg21	1.1.1.2.1.2
Srm	1.1.1.2.1.2
Supt6	1.1.1.2.1.2
Tars2	1.1.1.2.1.2
Tmed3	1.1.1.2.1.2
Ube2v1	1.1.1.2.1.2
Wbp7	1.1.1.2.1.2
Xab2	1.1.1.2.1.2
Xrn2	1.1.1.2.1.2
Zrsr2	1.1.1.2.1.2
2010003O02Rik	1.1.1.2.2.1
2310061I04Rik	1.1.1.2.2.1
2610507B11Rik	1.1.1.2.2.1
2810008D09Rik	1.1.1.2.2.1
3230401D17Rik	1.1.1.2.2.1
Acsl5	1.1.1.2.2.1
Angel2	1.1.1.2.2.1
Arap2	1.1.1.2.2.1
Atf2	1.1.1.2.2.1
Atg12	1.1.1.2.2.1
Atg2a	1.1.1.2.2.1
Cdk2	1.1.1.2.2.1
Ciz1	1.1.1.2.2.1
Clns1a	1.1.1.2.2.1
Cnot8	1.1.1.2.2.1
Csnk1g3	1.1.1.2.2.1
Dcaf13	1.1.1.2.2.1
Dcaf15	1.1.1.2.2.1
Ddit4	1.1.1.2.2.1
Ecsit	1.1.1.2.2.1
Ehmt1	1.1.1.2.2.1
Eif4a1	1.1.1.2.2.1
Elavl1	1.1.1.2.2.1
Eps15	1.1.1.2.2.1
Fam43a	1.1.1.2.2.1
Fam78a	1.1.1.2.2.1
Gpr114	1.1.1.2.2.1
Gpr174	1.1.1.2.2.1
Grsf1	1.1.1.2.2.1
Gsk3b	1.1.1.2.2.1
Gtpbp4	1.1.1.2.2.1
Gtpbp6	1.1.1.2.2.1
Heatr1	1.1.1.2.2.1
Ifnar2	1.1.1.2.2.1
Lig1	1.1.1.2.2.1
Lonp2	1.1.1.2.2.1
Lsm2	1.1.1.2.2.1
Madd	1.1.1.2.2.1
Mllt3	1.1.1.2.2.1
Mrps9	1.1.1.2.2.1
Nae1	1.1.1.2.2.1
Ncf4	1.1.1.2.2.1
Nubp1	1.1.1.2.2.1
Nudt21	1.1.1.2.2.1
Nxpe3	1.1.1.2.2.1
Pagr1a	1.1.1.2.2.1
Parp3	1.1.1.2.2.1
Pias1	1.1.1.2.2.1
Pigx	1.1.1.2.2.1
Plekha1	1.1.1.2.2.1
Polg	1.1.1.2.2.1
Ppp1r21	1.1.1.2.2.1
Rala	1.1.1.2.2.1
Rasa2	1.1.1.2.2.1
Rbm33	1.1.1.2.2.1
Rnps1	1.1.1.2.2.1
Rpl7l1	1.1.1.2.2.1
Rusc1	1.1.1.2.2.1
Sarnp	1.1.1.2.2.1
Sbk1	1.1.1.2.2.1
Sec23b	1.1.1.2.2.1
Sec24c	1.1.1.2.2.1
Senp2	1.1.1.2.2.1
Sft2d2	1.1.1.2.2.1
Slain2	1.1.1.2.2.1
Slc25a12	1.1.1.2.2.1
Slc25a19	1.1.1.2.2.1
Snrnp40	1.1.1.2.2.1
Srsf10	1.1.1.2.2.1
Tcf3	1.1.1.2.2.1
Tle3	1.1.1.2.2.1
Tnfrsf18	1.1.1.2.2.1
Tomm70a	1.1.1.2.2.1
Tor1b	1.1.1.2.2.1
Tox	1.1.1.2.2.1
Trim26	1.1.1.2.2.1
Ttc13	1.1.1.2.2.1
Ttc14	1.1.1.2.2.1
Tyrobp	1.1.1.2.2.1
Ubqln4	1.1.1.2.2.1
Usp25	1.1.1.2.2.1
Usp3	1.1.1.2.2.1
Vps13d	1.1.1.2.2.1
Zfand3	1.1.1.2.2.1
Zfp148	1.1.1.2.2.1
Zfp263	1.1.1.2.2.1
Zfp592	1.1.1.2.2.1
Zfp869	1.1.1.2.2.1
Aaas	1.1.1.2.2.2.1
Anxa3	1.1.1.2.2.2.1
Arl8b	1.1.1.2.2.2.1
Bcat2	1.1.1.2.2.2.1
C1qa	1.1.1.2.2.2.1
Cab39l	1.1.1.2.2.2.1
Desi1	1.1.1.2.2.2.1
Dexi	1.1.1.2.2.2.1
Fibp	1.1.1.2.2.2.1
Ggt1	1.1.1.2.2.2.1
Gsto1	1.1.1.2.2.2.1
Gtf3c6	1.1.1.2.2.2.1
Map3k12	1.1.1.2.2.2.1
Mars	1.1.1.2.2.2.1
Med1	1.1.1.2.2.2.1
Mfn2	1.1.1.2.2.2.1
Oaz2	1.1.1.2.2.2.1
Pdlim4	1.1.1.2.2.2.1
Pla2g7	1.1.1.2.2.2.1
Plin2	1.1.1.2.2.2.1
Plrg1	1.1.1.2.2.2.1
Psip1	1.1.1.2.2.2.1
Psma5	1.1.1.2.2.2.1
Rheb	1.1.1.2.2.2.1
Rit1	1.1.1.2.2.2.1
Rras	1.1.1.2.2.2.1
Scaf11	1.1.1.2.2.2.1
Slpi	1.1.1.2.2.2.1
Ssr2	1.1.1.2.2.2.1
Stk11ip	1.1.1.2.2.2.1
Trim41	1.1.1.2.2.2.1
Tsc22d1	1.1.1.2.2.2.1
Wdr83	1.1.1.2.2.2.1
Xbp1	1.1.1.2.2.2.1
Ythdf2	1.1.1.2.2.2.1
Zbtb7b	1.1.1.2.2.2.1
Zfml	1.1.1.2.2.2.1
Abcg1	1.1.1.2.2.2.2.1
Acox3	1.1.1.2.2.2.2.1
Aebp2	1.1.1.2.2.2.2.1
Agfg1	1.1.1.2.2.2.2.1
Ahdc1	1.1.1.2.2.2.2.1
Aim2	1.1.1.2.2.2.2.1
Arfgef2	1.1.1.2.2.2.2.1
Arhgap17	1.1.1.2.2.2.2.1
Atn1	1.1.1.2.2.2.2.1
Atp13a1	1.1.1.2.2.2.2.1
Batf	1.1.1.2.2.2.2.1
Camk4	1.1.1.2.2.2.2.1
Cluh	1.1.1.2.2.2.2.1
Commd7	1.1.1.2.2.2.2.1
Cpsf3l	1.1.1.2.2.2.2.1
Csnk1g1	1.1.1.2.2.2.2.1
Cxx1c	1.1.1.2.2.2.2.1
Degs1	1.1.1.2.2.2.2.1
Dnmt1	1.1.1.2.2.2.2.1
Dus3l	1.1.1.2.2.2.2.1
Eftud2	1.1.1.2.2.2.2.1
Emd	1.1.1.2.2.2.2.1
Fam65a	1.1.1.2.2.2.2.1
Fbxl12	1.1.1.2.2.2.2.1
Gusb	1.1.1.2.2.2.2.1
Hist3h2a	1.1.1.2.2.2.2.1
Hmg20b	1.1.1.2.2.2.2.1
Il27ra	1.1.1.2.2.2.2.1
Kmo	1.1.1.2.2.2.2.1
Map3k2	1.1.1.2.2.2.2.1
Mesdc2	1.1.1.2.2.2.2.1
Mgat2	1.1.1.2.2.2.2.1
Mpp1	1.1.1.2.2.2.2.1
Mrps25	1.1.1.2.2.2.2.1
Mrps33	1.1.1.2.2.2.2.1
Mrps7	1.1.1.2.2.2.2.1
Ncf2	1.1.1.2.2.2.2.1
Nf2	1.1.1.2.2.2.2.1
Nfe2l1	1.1.1.2.2.2.2.1
Nip7	1.1.1.2.2.2.2.1
Nlk	1.1.1.2.2.2.2.1
Nudt14	1.1.1.2.2.2.2.1
Pafah1b3	1.1.1.2.2.2.2.1
Phf8	1.1.1.2.2.2.2.1
Pigp	1.1.1.2.2.2.2.1
Pip4k2c	1.1.1.2.2.2.2.1
Plaa	1.1.1.2.2.2.2.1
Plekhg2	1.1.1.2.2.2.2.1
Plxnc1	1.1.1.2.2.2.2.1
Polr3b	1.1.1.2.2.2.2.1
Prr14l	1.1.1.2.2.2.2.1
Rassf3	1.1.1.2.2.2.2.1
Ruvbl2	1.1.1.2.2.2.2.1
Sap30l	1.1.1.2.2.2.2.1
Scaf8	1.1.1.2.2.2.2.1
Sec22b	1.1.1.2.2.2.2.1
Slc43a2	1.1.1.2.2.2.2.1
Slirp	1.1.1.2.2.2.2.1
Smim15	1.1.1.2.2.2.2.1
Socs1	1.1.1.2.2.2.2.1
Spata6	1.1.1.2.2.2.2.1
Sppl2a	1.1.1.2.2.2.2.1
Ssna1	1.1.1.2.2.2.2.1
Synj1	1.1.1.2.2.2.2.1
Taf8	1.1.1.2.2.2.2.1
Thoc3	1.1.1.2.2.2.2.1
Tle4	1.1.1.2.2.2.2.1
Tmem9b	1.1.1.2.2.2.2.1
Tollip	1.1.1.2.2.2.2.1
Tssc1	1.1.1.2.2.2.2.1
Tubgcp3	1.1.1.2.2.2.2.1
Uba5	1.1.1.2.2.2.2.1
Usp12	1.1.1.2.2.2.2.1
Vimp	1.1.1.2.2.2.2.1
Vkorc1	1.1.1.2.2.2.2.1
Wdr33	1.1.1.2.2.2.2.1
Ankib1	1.1.1.2.2.2.2.2
Arfgap1	1.1.1.2.2.2.2.2
Atf6b	1.1.1.2.2.2.2.2
Atp6v1a	1.1.1.2.2.2.2.2
Bcas2	1.1.1.2.2.2.2.2
Bcl2l11	1.1.1.2.2.2.2.2
Btf3l4	1.1.1.2.2.2.2.2
Cblb	1.1.1.2.2.2.2.2
Ccdc53	1.1.1.2.2.2.2.2
Cdca4	1.1.1.2.2.2.2.2
Cers2	1.1.1.2.2.2.2.2
Cers5	1.1.1.2.2.2.2.2
Chmp2b	1.1.1.2.2.2.2.2
Cnn3	1.1.1.2.2.2.2.2
Cstf2	1.1.1.2.2.2.2.2
Dennd1b	1.1.1.2.2.2.2.2
Dnttip1	1.1.1.2.2.2.2.2
Eapp	1.1.1.2.2.2.2.2
Ebp	1.1.1.2.2.2.2.2
Eif2b5	1.1.1.2.2.2.2.2
Elmsan1	1.1.1.2.2.2.2.2
Fam53c	1.1.1.2.2.2.2.2
Fnip1	1.1.1.2.2.2.2.2
Gm2382	1.1.1.2.2.2.2.2
Gon4l	1.1.1.2.2.2.2.2
Gtf2f2	1.1.1.2.2.2.2.2
Hdac1	1.1.1.2.2.2.2.2
Hif1an	1.1.1.2.2.2.2.2
Hnrnph3	1.1.1.2.2.2.2.2
Hnrnpr	1.1.1.2.2.2.2.2
Hopx	1.1.1.2.2.2.2.2
Ikbkg	1.1.1.2.2.2.2.2
Immp1l	1.1.1.2.2.2.2.2
Impa1	1.1.1.2.2.2.2.2
Jhdm1d	1.1.1.2.2.2.2.2
Klhdc4	1.1.1.2.2.2.2.2
Lgals8	1.1.1.2.2.2.2.2
Lrrc45	1.1.1.2.2.2.2.2
Man1b1	1.1.1.2.2.2.2.2
Mbtd1	1.1.1.2.2.2.2.2
Mki67	1.1.1.2.2.2.2.2
Mogs	1.1.1.2.2.2.2.2
Mrpl19	1.1.1.2.2.2.2.2
Mrpl23	1.1.1.2.2.2.2.2
Mrps26	1.1.1.2.2.2.2.2
Mum1	1.1.1.2.2.2.2.2
Nagk	1.1.1.2.2.2.2.2
Ncoa6	1.1.1.2.2.2.2.2
Nfatc2	1.1.1.2.2.2.2.2
Ngfrap1	1.1.1.2.2.2.2.2
Nop2	1.1.1.2.2.2.2.2
Poli	1.1.1.2.2.2.2.2
Pop7	1.1.1.2.2.2.2.2
Ppip5k2	1.1.1.2.2.2.2.2
Ppp1r13b	1.1.1.2.2.2.2.2
Ppp6c	1.1.1.2.2.2.2.2
Psmb2	1.1.1.2.2.2.2.2
Rab1	1.1.1.2.2.2.2.2
Rab8b	1.1.1.2.2.2.2.2
Rgs14	1.1.1.2.2.2.2.2
Sdc4	1.1.1.2.2.2.2.2
Slc4a1ap	1.1.1.2.2.2.2.2
Sppl3	1.1.1.2.2.2.2.2
Sptlc2	1.1.1.2.2.2.2.2
Srsf9	1.1.1.2.2.2.2.2
Stk40	1.1.1.2.2.2.2.2
Sucla2	1.1.1.2.2.2.2.2
Taf1	1.1.1.2.2.2.2.2
Thoc5	1.1.1.2.2.2.2.2
Tmem183a	1.1.1.2.2.2.2.2
Tmx2	1.1.1.2.2.2.2.2
Trappc12	1.1.1.2.2.2.2.2
Trim39	1.1.1.2.2.2.2.2
Trip4	1.1.1.2.2.2.2.2
Trp53bp1	1.1.1.2.2.2.2.2
Tshz1	1.1.1.2.2.2.2.2
Vps26b	1.1.1.2.2.2.2.2
Vps33b	1.1.1.2.2.2.2.2
Vps54	1.1.1.2.2.2.2.2
Wbscr22	1.1.1.2.2.2.2.2
Wdr37	1.1.1.2.2.2.2.2
Zc3h14	1.1.1.2.2.2.2.2
Zfp260	1.1.1.2.2.2.2.2
Zmat5	1.1.1.2.2.2.2.2
AI662270	1.1.2.1.1.1
Actr2	1.1.2.1.1.1
Aip	1.1.2.1.1.1
Bach2	1.1.2.1.1.1
Blk	1.1.2.1.1.1
Canx	1.1.2.1.1.1
Cd3g	1.1.2.1.1.1
Cd8b1	1.1.2.1.1.1
Ctcf	1.1.2.1.1.1
Ctsb	1.1.2.1.1.1
Ddx6	1.1.2.1.1.1
Dnm2	1.1.2.1.1.1
Eif3e	1.1.2.1.1.1
Fyn	1.1.2.1.1.1
Gmfg	1.1.2.1.1.1
Gng10	1.1.2.1.1.1
Higd2a	1.1.2.1.1.1
Hmgn1	1.1.2.1.1.1
Hnrnpf	1.1.2.1.1.1
Hp1bp3	1.1.2.1.1.1
Irf2	1.1.2.1.1.1
Lax1	1.1.2.1.1.1
Lime1	1.1.2.1.1.1
Ly6c2	1.1.2.1.1.1
Mdp1	1.1.2.1.1.1
Mtpn	1.1.2.1.1.1
Myeov2	1.1.2.1.1.1
Ndufb11	1.1.2.1.1.1
Plcg2	1.1.2.1.1.1
Ppp2r1a	1.1.2.1.1.1
Prkcq	1.1.2.1.1.1
Prrc2a	1.1.2.1.1.1
Psma7	1.1.2.1.1.1
Ptbp1	1.1.2.1.1.1
Rad23b	1.1.2.1.1.1
Rassf5	1.1.2.1.1.1
Rnasek	1.1.2.1.1.1
Rnf145	1.1.2.1.1.1
Sirt7	1.1.2.1.1.1
Snrpb	1.1.2.1.1.1
Spn	1.1.2.1.1.1
Stat3	1.1.2.1.1.1
Stub1	1.1.2.1.1.1
Tap1	1.1.2.1.1.1
Tardbp	1.1.2.1.1.1
Tceb2	1.1.2.1.1.1
Tcp1	1.1.2.1.1.1
Tmc6	1.1.2.1.1.1
Tmpo	1.1.2.1.1.1
Trmt112	1.1.2.1.1.1
Tuba1c	1.1.2.1.1.1
Ube2k	1.1.2.1.1.1
Vav1	1.1.2.1.1.1
Vim	1.1.2.1.1.1
Adipor1	1.1.2.1.1.2
Adrm1	1.1.2.1.1.2
Anapc13	1.1.2.1.1.2
Anapc2	1.1.2.1.1.2
Arfrp1	1.1.2.1.1.2
Arglu1	1.1.2.1.1.2
BC017643	1.1.2.1.1.2
Bsg	1.1.2.1.1.2
Cdk9	1.1.2.1.1.2
Clk4	1.1.2.1.1.2
