	02-3_AtgE_NYU	02-4_AtgE_NYU	02-7_AtgE_NYU	02-8_AtgE_NYU	02-9_AtgE_NYU	30-10_AtgH_NYU	30-21_AtgH_NYU	30-33_AtgH_NYU	30-36_AtgH_NYU	30-9_AtgH_NYU	31-27_AtgW_NYU	31-29_AtgW_NYU	31-31_AtgW_NYU	31-80_AtgW_NYU	31-90_AtgW_NYU	32-1_AtgW_NYU	32-2_AtgW_NYU	32-5_AtgW_NYU	32-8_AtgW_NYU	50_48_48_NOD2_SF	50_48_49_B6_SF	50_48_51_NOD2_SF	50_48_52_AtgE_SF	50_48_53_AtgH_SF	50_48_57_NOD2_SF	50_49_48_AtgH_SF	50_49_49_AtgW_SF	50_49_50_AtgE_SF	50_49_51_AtgH_SF	50_49_54_AtgW_SF	50_50_48_AtgW_SF	50_50_49_AtgW_SF	50_50_50_NOD2_SF	50_50_54_AtgE_SF	50_50_55_AtgH_SF	50_50_57_NOD2_SF	50_51_48_B6_SF	50_51_49_AtgH_SF	50_51_50_B6_SF	50_51_52_AtgH_SF	50_51_53_NOD2_SF	50_51_54_NOD2_SF	50_51_55_NOD2_SF	50_52_48_NOD2_SF	50_52_52_AtgE_SF	50_52_53_AtgE_SF	50_53_49_AtgE_SF	50_53_50_AtgE_SF	50_53_52_NOD2_SF	50_53_55_AtgH_SF	50_53_56_AtgE_SF	50_53_57_AtgE_SF	50_54_49_AtgE_SF	50_54_52_AtgW_SF	50_54_53_AtgW_SF	50_54_54_AtgE_SF	50_55_48_AtgH_SF	50_55_50_AtgE_SF	50_55_51_B6_SF	50_55_53_AtgH_SF	50_55_54_AtgH_SF	50_55_56_AtgE_SF	50_55_57_AtgE_SF	50_56_48_AtgH_SF	50_56_50_AtgW_SF	50_56_51_AtgE_SF	50_56_52_AtgW_SF	50_56_54_AtgW_SF	50_56_56_AtgH_SF	50_57_48_AtgE_SF	50_57_49_AtgW_SF	50_57_50_NOD2_SF	50_57_51_AtgH_SF	50_57_52_NOD2_SF	50_57_56_AtgH_SF	51_48_49_AtgW_SF	51_48_51_NOD2_SF	51_48_55_NOD2_SF	51_48_56_AtgE_SF	51_48_57_AtgW_SF	51_49_49_NOD2_SF	51_49_51_AtgH_SF	51_49_57_AtgH_SF	51_50_48_NOD2_SF	51_50_50_NOD2_SF	51_50_54_AtgH_SF	51_50_55_NOD2_SF	51_50_56_AtgH_SF	51_50_57_AtgE_SF	51_51_49_AtgH_SF	51_51_50_AtgE_SF	51_51_52_NOD2_SF	51_51_55_AtgH_SF	51_51_57_AtgW_SF	51_52_49_NOD2_SF	51_52_50_NOD2_SF	51_52_51_NOD2_SF	51_52_53_NOD2_SF	51_52_54_AtgE_SF	51_52_55_B6_SF	51_52_56_AtgE_SF	51_53_50_AtgH_SF	51_53_53_AtgW_SF	51_53_56_NOD2_SF	51_53_57_AtgE_SF	51_54_50_NOD2_SF	51_54_53_NOD2_SF	51_54_55_AtgW_SF	51_55_50_AtgE_SF	51_55_53_B6_SF	51_55_55_NOD2_SF	51_56_49_AtgE_SF	51_56_51_AtgW_SF	51_56_52_AtgH_SF	51_56_53_AtgE_SF	51_56_54_B6_SF	51_56_56_AtgH_SF	51_57_48_AtgW_SF	51_57_49_AtgE_SF	51_57_50_AtgW_SF	51_57_53_NOD2_SF	51_57_56_AtgE_SF	51_57_57_AtgH_SF	57-1_B6_NYU	57-2_B6_NYU	57-3_B6_NYU	57-4_B6_NYU	57-5_B6_NYU	59-1_B6_NYU	59-2_B6_NYU	59-3_B6_NYU	59-4_B6_NYU	59-5_B6_NYU	61-1_NOD2_NYU	61-2_NOD2_NYU	61-3_NOD2_NYU	61-4_NOD2_NYU	64-1_NOD2_NYU	64-2_NOD2_NYU	64-3_NOD2_NYU	64-4_NOD2_NYU	64-5_NOD2_NYU	65-1_NOD2_NYU	65-2_NOD2_NYU	65-3_NOD2_NYU	65-4_NOD2_NYU	65-5_NOD2_NYU	66-1_NOD2_NYU	66-2_NOD2_NYU	66-3_NOD2_NYU	66-4_NOD2_NYU	66-5_NOD2_NYU	70-1_AtgE_NYU	70-2_AtgE_NYU	70-3_AtgE_NYU	70-7_AtgE_NYU	70-9_AtgE_NYU	71-3_AtgE_NYU	71-6_AtgE_NYU	71-7_AtgE_NYU	71-8_AtgE_NYU	71-9_AtgE_NYU	76-1_AtgE_NYU	76-2_AtgE_NYU	76-3_AtgE_NYU	76-4_AtgE_NYU	76-5_AtgE_NYU	77-76_AtgH_NYU	77-77_AtgH_NYU	77-78_AtgH_NYU	77-79_AtgH_NYU	77-80_AtgH_NYU	78-84_AtgH_NYU	78-85_AtgH_NYU	82-5_AtgH_NYU	82-7_AtgH_NYU	82-8_AtgH_NYU	82-92_AtgH_NYU	82-94_AtgH_NYU	86-3_AtgH_NYU	86-6_AtgH_NYU	86-7_AtgH_NYU	86-8_AtgH_NYU	86-9_AtgH_NYU
51_50_55_NOD2_SF	0.698666276	0.702232644	0.731252137	0.490400117	0.572035761	0.591626362	0.661536958	0.528408813	0.634911329	0.674239093	0.612829156	0.605549856	0.636963213	0.708241731	0.736235283	0.573257121	0.55635351	0.634960184	0.714348527	0.593189701	0.709169964	0.548732229	0.642483756	0.655430163	0.674336802	0.566612927	0.569299917	0.594753041	0.583614246	0.547022326	0.365577214	0.628999951	0.654892765	0.702086081	0.516488348	0.655918706	0.614734477	0.676486394	0.572963994	0.63715863	0.661048415	0.489569593	0.651619522	0.452537984	0.590063022	0.593482828	0.413356783	0.538081978	0.557965704	0.65215692	0.679857345	0.677023792	0.630563291	0.624700767	0.529581318	0.478821633	0.6429723	0.659973619	0.755728174	0.503053398	0.650837852	0.686696956	0.75108701	0.607210904	0.63525331	0.403439347	0.370218379	0.653036299	0.514094484	0.570423567	0.631100689	0.755386194	0.373100787	0.60213005	0.448825053	0.479359031	0.423958181	0.52098295	0.425912355	0.574869315	0.641066979	0.615271875	0.692461771	0.575211295	0.600713274	0.446822024	0	0.575455567	0.538423958	0.574625043	0.440031267	0.470565245	0.513361669	0.658801114	0.582979139	0.781279007	0.597000342	0.46133177	0.69412282	0.491377205	0.53519957	0.463921051	0.535004153	0.545703259	0.457569984	0.625335874	0.462797401	0.481997166	0.679026821	0.70912111	0.622453466	0.494650447	0.430309248	0.466754605	0.494992428	0.667301773	0.529483609	0.469001905	0.656749231	0.616884069	0.468171381	0.675851287	0.487420001	0.641018125	0.628022864	0.737945185	0.765889882	0.535736968	0.64219063	0.626801505	0.610191021	0.658459133	0.72255606	0.468806488	0.554497044	0.63559529	0.612878011	0.731984953	0.736381846	0.569251063	0.621622942	0.587718013	0.609507059	0.715618741	0.70184181	0.551126093	0.582099761	0.614148224	0.722946895	0.84645073	0.747764913	0.744589379	0.767844057	0.748937418	0.77683326	0.60984904	0.620303874	0.591284381	0.569739606	0.625335874	0.58522644	0.742684059	0.6748742	0.710342469	0.728467439	0.756167864	0.78377058	0.61175436	0.325174654	0.641555523	0.741316137	0.762567785	0.692803752	0.737456642	0.602374322	0.591479799	0.631393815	0.627045777	0.702232644	0.56172749	0.601885778	0.520738678	0.615613855	0.701792955
51_50_56_AtgH_SF	0.807660364	0.797156676	0.780888172	0.537788851	0.401582881	0.469246177	0.563925937	0.450437247	0.619961894	0.772876056	0.525672969	0.484146759	0.774830231	0.788949143	0.790659045	0.545263569	0.556890908	0.583809663	0.601201817	0.400019542	0.642288338	0.548536812	0.613903952	0.470223264	0.774439396	0.535932386	0.529337046	0.528017978	0.432751966	0.681176413	0.572573159	0.507792271	0.592310323	0.586447799	0.375054961	0.637256339	0.562020617	0.557232889	0.615369583	0.646392105	0.735795593	0.422883385	0.474571303	0.493038253	0.417851385	0.411109483	0.548585666	0.403390493	0.494552738	0.60481704	0.491621476	0.626654942	0.515218135	0.612584884	0.589379061	0.366798573	0.39821193	0.662269774	0.612145195	0.438321364	0.465972935	0.652205775	0.752406077	0.400459231	0.434657287	0.52445161	0.615858127	0.53788656	0.360447506	0.386193756	0.514143339	0.55825883	0.488690214	0.546778055	0.602618594	0.412770531	0.386144902	0.527285163	0.610484147	0.430846646	0.633738825	0.582490596	0.653671406	0.665982706	0.594166789	0.600810982	0.575455567	0	0.569935024	0.572182324	0.530900386	0.457423421	0.40011725	0.682739753	0.433533636	0.826322732	0.50554497	0.450095266	0.567687723	0.489667302	0.373931311	0.416581172	0.486980312	0.584884459	0.568957936	0.538277395	0.587864576	0.647222629	0.683472568	0.809858811	0.63334799	0.594997313	0.536420929	0.547266598	0.455566955	0.434706141	0.41364991	0.372954223	0.660755288	0.564463335	0.590405003	0.650788998	0.45673946	0.677805462	0.602081196	0.673799404	0.746934389	0.639552494	0.508427378	0.477062876	0.54829254	0.729981924	0.505300699	0.498705359	0.427329132	0.640187601	0.594313352	0.698763985	0.574576188	0.615174166	0.54291856	0.464556158	0.60716205	0.790561337	0.809370267	0.420098686	0.379793835	0.592652303	0.64600127	0.868288632	0.691093849	0.817870927	0.647369192	0.683423714	0.876007621	0.482681128	0.512824271	0.607748302	0.600615565	0.73530705	0.538326249	0.770628756	0.651766085	0.687625189	0.590698129	0.693536567	0.836044751	0.592408032	0.52635693	0.646294396	0.669304802	0.659485075	0.662172065	0.738531438	0.567101471	0.638477698	0.74449167	0.679808491	0.79530021	0.645610435	0.668230006	0.632028922	0.574869315	0.780399629
51_50_57_AtgE_SF	0.765841028	0.796716987	0.739557379	0.516634911	0.635986125	0.557330597	0.665201036	0.696907519	0.730030778	0.751868679	0.67721921	0.695637305	0.750207631	0.782060677	0.771361571	0.522692853	0.583858518	0.68640383	0.714201964	0.439982412	0.66446822	0.387415116	0.658556842	0.643363134	0.760173922	0.430700083	0.487273438	0.498607651	0.615516146	0.495041282	0.427671112	0.599589623	0.598563682	0.487371147	0.556500073	0.675020763	0.695735014	0.54560555	0.649518785	0.64756461	0.659191949	0.559919879	0.708388294	0.50017099	0.590698129	0.562216034	0.441252626	0.46245542	0.547852851	0.616248962	0.516195222	0.595925546	0.677512336	0.540280424	0.421368899	0.426645171	0.551956617	0.604377351	0.654404221	0.494699301	0.619131369	0.652645464	0.761639552	0.539694172	0.582783722	0.508769359	0.455469246	0.731936098	0.480482681	0.601885778	0.471786604	0.786897259	0.54863452	0.670037618	0.505886951	0.555816112	0.47979872	0.467731692	0.493722214	0.632322048	0.471395769	0.637744883	0.613513117	0.69837315	0.65640725	0.365381797	0.538423958	0.569935024	0	0.536665201	0.449704431	0.550832967	0.632517465	0.705945576	0.594362206	0.786799551	0.658996531	0.516097513	0.709756217	0.527040891	0.578240266	0.437295422	0.553910792	0.580487567	0.459328741	0.708486003	0.468904197	0.384825834	0.593873663	0.790072793	0.451170062	0.474278177	0.556939763	0.338023352	0.473496507	0.654941619	0.611265817	0.505105281	0.486784894	0.627094631	0.524842445	0.497239728	0.579657042	0.738873418	0.673359715	0.685231325	0.694415946	0.636865504	0.656700376	0.708779129	0.737798622	0.706531829	0.728662856	0.543309395	0.559333626	0.693829694	0.684107675	0.667057502	0.685426743	0.676584103	0.69871513	0.65831257	0.663051444	0.753432019	0.754604524	0.565538131	0.506668621	0.686892374	0.704821926	0.818066344	0.653085153	0.785285065	0.665591871	0.649030241	0.843226342	0.72524305	0.684938199	0.737456642	0.655918706	0.712785187	0.612975719	0.746934389	0.685377889	0.759001417	0.627680883	0.699838781	0.777370658	0.552298598	0.573501392	0.721236993	0.750109922	0.684400801	0.625824417	0.631296106	0.692852606	0.711172993	0.723093458	0.724559089	0.78142557	0.686745811	0.665640725	0.6552836	0.704040256	0.756998388
51_51_49_AtgH_SF	0.681371831	0.704724217	0.720895012	0.524598173	0.588499682	0.541892618	0.560408422	0.537739997	0.560408422	0.706580683	0.561434364	0.561922908	0.702672334	0.701255557	0.67599785	0.515266989	0.491865748	0.541159803	0.560750403	0.432019151	0.541794909	0.490009282	0.510625824	0.59138209	0.682006937	0.435634374	0.52288827	0.487761982	0.505349553	0.658166007	0.499877864	0.516244076	0.499877864	0.566515218	0.548341394	0.507987689	0.547462016	0.582783722	0.5148273	0.51639064	0.608334555	0.488494797	0.556988617	0.496018369	0.471591187	0.46826909	0.442767111	0.496653476	0.273291319	0.485612389	0.50632664	0.543651375	0.443109092	0.553910792	0.58903708	0.450730373	0.486491768	0.559138209	0.534466755	0.480336118	0.545068152	0.61488104	0.731447555	0.412819385	0.491035224	0.5467292	0.615418438	0.580731838	0.531877473	0.48170404	0.383457912	0.684547364	0.596902633	0.543065123	0.436464898	0.530069862	0.477258293	0.375396942	0.545361278	0.510479261	0.464116469	0.465240119	0.66065758	0.540426987	0.53363623	0.532072891	0.574625043	0.572182324	0.536665201	0	0.39708828	0.530314134	0.471395769	0.645561581	0.54594753	0.774781377	0.565440422	0.544872734	0.568273975	0.495529826	0.423518491	0.505935805	0.498949631	0.446284626	0.569202208	0.534955298	0.509599883	0.548048268	0.623919097	0.728467439	0.68562216	0.53060726	0.569739606	0.461136353	0.422248278	0.591333236	0.498412233	0.440080121	0.518491377	0.471933167	0.54135522	0.601446089	0.502564854	0.631100689	0.552200889	0.618642826	0.630172456	0.577849431	0.577263178	0.574673897	0.564756461	0.650544726	0.657091211	0.486833749	0.484684157	0.551223802	0.531877473	0.613855098	0.562069471	0.511944892	0.552396307	0.557477161	0.542283453	0.702086081	0.688944257	0.44745713	0.434071034	0.557672578	0.542723142	0.789193414	0.537642288	0.772338658	0.547413161	0.516146368	0.819825101	0.551907763	0.556793199	0.528017978	0.529776736	0.688455714	0.506961747	0.731447555	0.600469002	0.640529581	0.521080659	0.591675216	0.816258733	0.495383262	0.561287801	0.586936343	0.627632029	0.547559724	0.557672578	0.584591333	0.541404074	0.506961747	0.706580683	0.575944111	0.740192486	0.535443842	0.583760809	0.566954907	0.530558405	0.717866041
51_51_50_AtgE_SF	0.707753188	0.692754898	0.743465729	0.453466217	0.616835214	0.542674288	0.619277932	0.542430016	0.569544189	0.669744492	0.594557624	0.557965704	0.663002589	0.68102985	0.730959011	0.460940935	0.442913674	0.526454639	0.630661	0.461136353	0.612780302	0.422541404	0.598710245	0.600762128	0.654941619	0.397967658	0.464116469	0.499877864	0.507254873	0.528213396	0.406321755	0.577800576	0.555620695	0.594948459	0.481948312	0.550930676	0.533929357	0.540671259	0.512042601	0.548194831	0.567345742	0.463090527	0.599589623	0.395280668	0.437588549	0.47251942	0.299868093	0.426498608	0.419952123	0.53251258	0.52904392	0.585519566	0.529239338	0.451218916	0.46245542	0.418730764	0.545996385	0.514143339	0.624945039	0.387024281	0.578093703	0.603791099	0.75567932	0.430944355	0.538619376	0.444086179	0.446480043	0.64756461	0.45058381	0.46211344	0.508769359	0.714690508	0.524744736	0.539987298	0.393570766	0.464311886	0.430309248	0.368703894	0.421564317	0.521080659	0.507547999	0.524158484	0.695539596	0.540280424	0.579315062	0.47711173	0.440031267	0.530900386	0.449704431	0.39708828	0	0.446822024	0.44442816	0.674581074	0.469343886	0.816649568	0.593140847	0.467829401	0.652010357	0.441643461	0.431481753	0.451414334	0.497630563	0.412965949	0.448043383	0.576872344	0.381259466	0.465972935	0.585177586	0.710928721	0.570716694	0.42820851	0.485856661	0.359616982	0.351116322	0.623919097	0.455127266	0.382773951	0.573599101	0.561580927	0.406175192	0.592310323	0.483658215	0.620303874	0.523083688	0.650593581	0.702476916	0.499877864	0.6183497	0.620059602	0.60178807	0.649958474	0.682397772	0.487420001	0.479603303	0.540720113	0.516146368	0.639112805	0.626361815	0.483365089	0.606282671	0.559919879	0.564707607	0.716791245	0.675460452	0.479310176	0.45786311	0.53519957	0.607113196	0.771654697	0.648395134	0.750940447	0.653231716	0.617714593	0.768869999	0.587424886	0.611803215	0.573452538	0.544091065	0.649860765	0.548878792	0.748351165	0.600078167	0.643118863	0.560945821	0.616590942	0.795495628	0.522399726	0.467927109	0.571693781	0.648053154	0.646196688	0.597098051	0.670868142	0.592212614	0.569886169	0.653231716	0.558454248	0.723582002	0.492598564	0.610142166	0.51560897	0.609409351	0.720992721
51_51_52_NOD2_SF	0.640383018	0.650837852	0.665396453	0.473985051	0.384874689	0.464849284	0.460061557	0.397723387	0.527969124	0.628169427	0.444281597	0.433338219	0.623528262	0.643460843	0.717133226	0.473985051	0.430651229	0.478919341	0.552298598	0.42283453	0.609311642	0.528995066	0.456641751	0.502955689	0.625922126	0.53676291	0.492549709	0.530021007	0.437344277	0.519663882	0.520445552	0.492256583	0.579021936	0.641213542	0.332600518	0.581220382	0.46592408	0.62484733	0.496311495	0.633201427	0.567443451	0.289168987	0.527773707	0.507743417	0.432507695	0.47364307	0.45942645	0.428599345	0.415408667	0.551663491	0.527187454	0.591137818	0.478479652	0.557428306	0.618056573	0.447799111	0.503444233	0.577458596	0.626703796	0.413405638	0.510918951	0.58981875	0.750012214	0.522399726	0.478577361	0.481801749	0.567394597	0.526552347	0.361620011	0.411598026	0.497679418	0.629390786	0.442620548	0.486931457	0.445698373	0.362108554	0.444135033	0.551028384	0.62406566	0.428794763	0.650886707	0.548536812	0.644389076	0.504128194	0.498607651	0.523816503	0.470565245	0.457423421	0.550832967	0.530314134	0.446822024	0	0.388196785	0.661048415	0.429820704	0.729542235	0.443353364	0.478723924	0.551810054	0.521911183	0.442327422	0.423713909	0.429674141	0.41242855	0.521276076	0.457228003	0.465044702	0.637598319	0.656602667	0.658263716	0.67409253	0.533001124	0.535688114	0.379354145	0.42249255	0.541990327	0.389466999	0.373687039	0.597635449	0.561629782	0.449557868	0.668327715	0.352581953	0.644682202	0.49132835	0.672822317	0.740974156	0.530704968	0.457618838	0.486882603	0.450876936	0.605403293	0.577116615	0.373931311	0.444183888	0.529190483	0.490497826	0.686843519	0.596609507	0.526992037	0.456446333	0.427182569	0.51057697	0.646392105	0.653036299	0.36093605	0.493380234	0.46367678	0.561629782	0.856270458	0.679368802	0.773755435	0.656700376	0.645415018	0.81376716	0.475597245	0.463627925	0.496800039	0.483218526	0.613952807	0.452537984	0.678782549	0.596658361	0.613122282	0.587718013	0.686452685	0.782304949	0.587962284	0.418486492	0.550930676	0.612633739	0.648541697	0.614294787	0.715081343	0.464849284	0.499535884	0.592310323	0.619326787	0.724412526	0.510039572	0.526992037	0.48751771	0.465386682	0.657091211
51_51_55_AtgH_SF	0.648395134	0.626606087	0.677658899	0.47711173	0.375641214	0.486638331	0.483951341	0.243148175	0.536665201	0.605891836	0.4185842	0.371390884	0.6010064	0.640334164	0.705212761	0.485758953	0.478723924	0.463334799	0.526747765	0.385851776	0.577018907	0.557574869	0.513508232	0.421564317	0.617274904	0.528457668	0.529337046	0.544677317	0.36440471	0.596023255	0.552689433	0.50867165	0.590502711	0.66637354	0.373638185	0.555132151	0.4655821	0.63637696	0.541159803	0.588206556	0.614636768	0.329083004	0.437930529	0.485856661	0.367824515	0.308515316	0.480971225	0.343446187	0.350481215	0.552835996	0.533489667	0.624309932	0.401973716	0.55982217	0.618545117	0.349455274	0.417997948	0.564903024	0.592994284	0.420049831	0.484293322	0.60022473	0.730568176	0.405393522	0.395964629	0.523621086	0.600664419	0.495774097	0.371439738	0.289510968	0.504225903	0.555669549	0.457569984	0.491426059	0.460647809	0.349992672	0.373393913	0.521080659	0.59910108	0.298500171	0.644047096	0.48864136	0.70990278	0.522302018	0.507938834	0.562558015	0.513361669	0.40011725	0.632517465	0.471395769	0.44442816	0.388196785	0	0.646196688	0.34012409	0.737652059	0.401387464	0.481215497	0.554106209	0.540036152	0.281108017	0.41667888	0.467585129	0.467292003	0.544286482	0.430309248	0.457569984	0.645415018	0.655576726	0.663881968	0.715521032	0.579754751	0.545068152	0.454736431	0.436855733	0.441594606	0.27622258	0.287263667	0.624261078	0.53173091	0.461673751	0.699447946	0.361717719	0.640285309	0.49938932	0.634862475	0.696076994	0.555132151	0.425472666	0.401094338	0.452342567	0.616542088	0.480629244	0.489520739	0.321901412	0.518198251	0.493429088	0.661243832	0.52132493	0.499877864	0.416288045	0.347891934	0.520250134	0.662074356	0.683423714	0.348429332	0.341296595	0.471151497	0.540768968	0.805364209	0.656602667	0.762665494	0.622209194	0.62103669	0.772387513	0.361815428	0.434071034	0.471884313	0.496213787	0.61063071	0.471444624	0.699350237	0.603155992	0.64219063	0.550686404	0.629048806	0.780643901	0.543602521	0.463090527	0.551419219	0.5763838	0.62406566	0.618984806	0.710195906	0.464849284	0.510332698	0.587962284	0.599638478	0.715960721	0.500854951	0.535004153	0.47867507	0.498216816	0.658263716
51_51_57_AtgW_SF	0.641653232	0.658605696	0.672920025	0.6799062	0.687380917	0.668767404	0.610142166	0.622990864	0.537153745	0.639210513	0.57907079	0.589379061	0.628755679	0.639992183	0.760662465	0.621134398	0.648248571	0.497825981	0.641555523	0.66178123	0.689139675	0.688211442	0.62641067	0.717817187	0.641506669	0.689823636	0.665494162	0.653817969	0.59675607	0.694611364	0.728565147	0.699350237	0.601152963	0.698617421	0.62137867	0.347305682	0.500561825	0.756314427	0.604768186	0.331525722	0.631247252	0.636718941	0.74796033	0.733890273	0.682886316	0.719771362	0.660559871	0.713957692	0.615955836	0.613268846	0.731642972	0.681616102	0.588255411	0.664956764	0.742830622	0.70643412	0.667546045	0.656504959	0.694953344	0.648150862	0.714885925	0.647124921	0.251746544	0.66793688	0.692315208	0.720113342	0.706727246	0.416043774	0.635986125	0.646098979	0.674971909	0.7907079	0.706385266	0.666764375	0.625091602	0.645805853	0.691728956	0.699154819	0.713078314	0.575846402	0.700815868	0.553080268	0.638575407	0.558356539	0.525330988	0.71102643	0.658801114	0.682739753	0.705945576	0.645561581	0.674581074	0.661048415	0.646196688	0	0.696516684	0.689286238	0.597977429	0.699594509	0.6871855	0.691728956	0.672138356	0.720553031	0.648150862	0.675753579	0.678635986	0.546289511	0.591333236	0.731740681	0.743074894	0.646929503	0.770921882	0.699741072	0.776637843	0.656114124	0.716498119	0.708388294	0.568518247	0.672578045	0.682837462	0.623528262	0.628462553	0.780839318	0.594899604	0.490155845	0.466998876	0.682446627	0.713273731	0.580047877	0.629635058	0.616248962	0.637207484	0.679271093	0.735013923	0.626850359	0.685964141	0.434266452	0.485416972	0.675558161	0.699105965	0.47823538	0.572866286	0.628364844	0.599003371	0.652401192	0.734574234	0.665005618	0.667057502	0.487322292	0.641995212	0.78723924	0.693829694	0.516292931	0.728027749	0.694025111	0.535639259	0.551468074	0.604181934	0.523327959	0.593824808	0.643705115	0.612438321	0.674971909	0.483169671	0.682495481	0.73183839	0.715716449	0.486003224	0.624700767	0.679710782	0.494552738	0.685084762	0.707802042	0.706140994	0.702134936	0.538081978	0.559968733	0.655088182	0.563241976	0.477014021	0.484146759	0.556988617	0.547315453	0.564023646	0.640089892
51_52_49_NOD2_SF	0.686208413	0.757975475	0.748693146	0.588011139	0.347501099	0.45170746	0.524207338	0.363671894	0.53251258	0.715863012	0.468757633	0.445844936	0.679661928	0.745761884	0.774048561	0.484244467	0.479554448	0.523034833	0.596072109	0.412233133	0.639992183	0.55444819	0.494650447	0.333821877	0.727246079	0.52401192	0.514338756	0.526405784	0.440080121	0.627827446	0.581318091	0.545458987	0.615760418	0.614978748	0.449606722	0.6133177	0.502271728	0.611998632	0.596023255	0.622893156	0.615467292	0.454736431	0.400703503	0.514192193	0.374615272	0.286481997	0.545068152	0.326005179	0.448776198	0.548927647	0.51404563	0.579608188	0.517074601	0.579168499	0.616248962	0.378230495	0.444525868	0.612487176	0.589085935	0.43670917	0.482241438	0.594606478	0.788314036	0.462650838	0.425472666	0.55869852	0.636083834	0.527969124	0.41242855	0.381064048	0.525917241	0.564170209	0.516146368	0.537202599	0.558209976	0.422394841	0.407445405	0.581660071	0.631296106	0.296204016	0.604621623	0.616737505	0.68909082	0.534369046	0.562899995	0.620987835	0.582979139	0.433533636	0.594362206	0.54594753	0.469343886	0.429820704	0.34012409	0.696516684	0	0.748106893	0.466314915	0.46289511	0.578191411	0.613219991	0.283501881	0.415408667	0.507206019	0.477795691	0.579412771	0.474278177	0.558893937	0.653622551	0.687038937	0.774537105	0.690556451	0.625922126	0.575015878	0.501050369	0.469734721	0.403292784	0.307049685	0.362597098	0.653769114	0.564023646	0.545898676	0.663833113	0.427719967	0.611998632	0.558014559	0.677610044	0.755923592	0.590698129	0.471542332	0.442180859	0.55444819	0.672480336	0.429820704	0.428697054	0.299623821	0.59485075	0.551419219	0.634520494	0.553373394	0.555034442	0.478333089	0.397185989	0.5271386	0.738580292	0.758708291	0.420196395	0.349259856	0.563877082	0.563486247	0.798329181	0.694611364	0.79642386	0.660852997	0.618740534	0.811177879	0.422443695	0.473838487	0.502467145	0.536274366	0.712638624	0.491426059	0.740143632	0.617372612	0.698861693	0.57447848	0.62025502	0.819189995	0.575504421	0.540133861	0.61409937	0.637207484	0.673506278	0.691680102	0.690067908	0.477160584	0.578631101	0.721188138	0.658263716	0.746592408	0.597977429	0.593482828	0.596072109	0.565147296	0.726317846
51_52_50_NOD2_SF	0.492207729	0.557477161	0.258488446	0.79339489	0.770140212	0.729884215	0.52176462	0.6994968	0.757975475	0.484928428	0.595925546	0.655381308	0.523621086	0.525184425	0.538863647	0.696565538	0.803312326	0.783037764	0.704577654	0.769602814	0.749767942	0.713127168	0.738726855	0.825883043	0.568860228	0.758757145	0.697982315	0.724314818	0.702428062	0.691582393	0.809663393	0.795739899	0.729346817	0.663442279	0.760369339	0.763691436	0.793492599	0.802090967	0.665152181	0.729346817	0.753187747	0.754799941	0.888905174	0.870340515	0.820313645	0.845913332	0.82226782	0.808197762	0.771850115	0.750354194	0.806780986	0.749816796	0.729444526	0.70990278	0.769651668	0.78142557	0.789779667	0.65181494	0.705750159	0.799697103	0.728272021	0.681664957	0.711368411	0.824124286	0.867995505	0.815428209	0.804289413	0.662025502	0.748253456	0.781669842	0.781914114	0.921686453	0.827495237	0.768186037	0.755239631	0.774830231	0.821290732	0.829156285	0.858126924	0.656114124	0.810591626	0.709756217	0.675802433	0.57560213	0.53094924	0.799452831	0.781279007	0.826322732	0.786799551	0.774781377	0.816649568	0.729542235	0.737652059	0.689286238	0.748106893	0	0.563046558	0.78142557	0.702330353	0.811764131	0.812790073	0.790170502	0.739752797	0.772631785	0.753676291	0.692119791	0.752406077	0.827446382	0.673848258	0.508085397	0.715374469	0.849723973	0.881381601	0.722262934	0.853436905	0.854072011	0.665298744	0.769700523	0.67834286	0.738433729	0.746690117	0.776784406	0.734476525	0.754848796	0.74717866	0.625970981	0.674825346	0.729004837	0.50867165	0.643705115	0.650300454	0.521129513	0.838976013	0.686990083	0.769260833	0.776637843	0.766231863	0.626508379	0.704333382	0.693731985	0.593482828	0.639747911	0.564219063	0.352875079	0.635302164	0.786652987	0.821388441	0.776930969	0.640676144	0.728662856	0.726610973	0.763447164	0.71718208	0.686452685	0.783282036	0.617372612	0.612780302	0.584053935	0.626117544	0.569202208	0.600127021	0.26469295	0.711319556	0.794078851	0.786848405	0.710928721	0.708779129	0.738482583	0.820264791	0.787776638	0.774537105	0.714983634	0.753578582	0.667985735	0.562655723	0.624261078	0.557526015	0.70721579	0.708144023	0.63256632	0.523474522	0.613171137	0.623332845	0.363329914
