	02-3_AtgE_NYU	02-4_AtgE_NYU	02-7_AtgE_NYU	02-8_AtgE_NYU	02-9_AtgE_NYU	30-10_AtgH_NYU	30-21_AtgH_NYU	30-33_AtgH_NYU	30-36_AtgH_NYU	30-9_AtgH_NYU	31-27_AtgW_NYU	31-29_AtgW_NYU	31-31_AtgW_NYU	31-80_AtgW_NYU	31-90_AtgW_NYU	32-1_AtgW_NYU	32-2_AtgW_NYU	32-5_AtgW_NYU	32-8_AtgW_NYU	50_48_48_NOD2_SF	50_48_49_B6_SF	50_48_51_NOD2_SF	50_48_52_AtgE_SF	50_48_53_AtgH_SF	50_48_57_NOD2_SF	50_49_48_AtgH_SF	50_49_49_AtgW_SF	50_49_50_AtgE_SF	50_49_51_AtgH_SF	50_49_54_AtgW_SF	50_50_48_AtgW_SF	50_50_49_AtgW_SF	50_50_50_NOD2_SF	50_50_54_AtgE_SF	50_50_55_AtgH_SF	50_50_57_NOD2_SF	50_51_48_B6_SF	50_51_49_AtgH_SF	50_51_50_B6_SF	50_51_52_AtgH_SF	50_51_53_NOD2_SF	50_51_54_NOD2_SF	50_51_55_NOD2_SF	50_52_48_NOD2_SF	50_52_52_AtgE_SF	50_52_53_AtgE_SF	50_53_49_AtgE_SF	50_53_50_AtgE_SF	50_53_52_NOD2_SF	50_53_55_AtgH_SF	50_53_56_AtgE_SF	50_53_57_AtgE_SF	50_54_49_AtgE_SF	50_54_52_AtgW_SF	50_54_53_AtgW_SF	50_54_54_AtgE_SF	50_55_48_AtgH_SF	50_55_50_AtgE_SF	50_55_51_B6_SF	50_55_53_AtgH_SF	50_55_54_AtgH_SF	50_55_56_AtgE_SF	50_55_57_AtgE_SF	50_56_48_AtgH_SF	50_56_50_AtgW_SF	50_56_51_AtgE_SF	50_56_52_AtgW_SF	50_56_54_AtgW_SF	50_56_56_AtgH_SF	50_57_48_AtgE_SF	50_57_49_AtgW_SF	50_57_50_NOD2_SF	50_57_51_AtgH_SF	50_57_52_NOD2_SF	50_57_56_AtgH_SF	51_48_49_AtgW_SF	51_48_51_NOD2_SF	51_48_55_NOD2_SF	51_48_56_AtgE_SF	51_48_57_AtgW_SF	51_49_49_NOD2_SF	51_49_51_AtgH_SF	51_49_57_AtgH_SF	51_50_48_NOD2_SF	51_50_50_NOD2_SF	51_50_54_AtgH_SF	51_50_55_NOD2_SF	51_50_56_AtgH_SF	51_50_57_AtgE_SF	51_51_49_AtgH_SF	51_51_50_AtgE_SF	51_51_52_NOD2_SF	51_51_55_AtgH_SF	51_51_57_AtgW_SF	51_52_49_NOD2_SF	51_52_50_NOD2_SF	51_52_51_NOD2_SF	51_52_53_NOD2_SF	51_52_54_AtgE_SF	51_52_55_B6_SF	51_52_56_AtgE_SF	51_53_50_AtgH_SF	51_53_53_AtgW_SF	51_53_56_NOD2_SF	51_53_57_AtgE_SF	51_54_50_NOD2_SF	51_54_53_NOD2_SF	51_54_55_AtgW_SF	51_55_50_AtgE_SF	51_55_53_B6_SF	51_55_55_NOD2_SF	51_56_49_AtgE_SF	51_56_51_AtgW_SF	51_56_52_AtgH_SF	51_56_53_AtgE_SF	51_56_54_B6_SF	51_56_56_AtgH_SF	51_57_48_AtgW_SF	51_57_49_AtgE_SF	51_57_50_AtgW_SF	51_57_53_NOD2_SF	51_57_56_AtgE_SF	51_57_57_AtgH_SF	57-1_B6_NYU	57-2_B6_NYU	57-3_B6_NYU	57-4_B6_NYU	57-5_B6_NYU	59-1_B6_NYU	59-2_B6_NYU	59-3_B6_NYU	59-4_B6_NYU	59-5_B6_NYU	61-1_NOD2_NYU	61-2_NOD2_NYU	61-3_NOD2_NYU	61-4_NOD2_NYU	64-1_NOD2_NYU	64-2_NOD2_NYU	64-3_NOD2_NYU	64-4_NOD2_NYU	64-5_NOD2_NYU	65-1_NOD2_NYU	65-2_NOD2_NYU	65-3_NOD2_NYU	65-4_NOD2_NYU	65-5_NOD2_NYU	66-1_NOD2_NYU	66-2_NOD2_NYU	66-3_NOD2_NYU	66-4_NOD2_NYU	66-5_NOD2_NYU	70-1_AtgE_NYU	70-2_AtgE_NYU	70-3_AtgE_NYU	70-7_AtgE_NYU	70-9_AtgE_NYU	71-3_AtgE_NYU	71-6_AtgE_NYU	71-7_AtgE_NYU	71-8_AtgE_NYU	71-9_AtgE_NYU	76-1_AtgE_NYU	76-2_AtgE_NYU	76-3_AtgE_NYU	76-4_AtgE_NYU	76-5_AtgE_NYU	77-76_AtgH_NYU	77-77_AtgH_NYU	77-78_AtgH_NYU	77-79_AtgH_NYU	77-80_AtgH_NYU	78-84_AtgH_NYU	78-85_AtgH_NYU	82-5_AtgH_NYU	82-7_AtgH_NYU	82-8_AtgH_NYU	82-92_AtgH_NYU	82-94_AtgH_NYU	86-3_AtgH_NYU	86-6_AtgH_NYU	86-7_AtgH_NYU	86-8_AtgH_NYU	86-9_AtgH_NYU
50_50_55_AtgH_SF	0.702770043	0.687820607	0.690849577	0.468073672	0.418095657	0.431970297	0.501196932	0.404074454	0.584591333	0.667692608	0.436953442	0.421417754	0.674971909	0.702721188	0.74414969	0.484977283	0.458595926	0.495725243	0.531779765	0.396111193	0.607748302	0.55444819	0.492207729	0.492842836	0.649958474	0.533440813	0.480140701	0.529581318	0.396257756	0.511114368	0.524158484	0.43324051	0.533245395	0.63256632	0	0.593482828	0.495334408	0.65406224	0.580780693	0.62328399	0.637060921	0.150959988	0.491670331	0.484195613	0.445209829	0.458400508	0.478333089	0.404269872	0.426010064	0.515022717	0.557770287	0.592701158	0.424251307	0.569006791	0.586692071	0.382480825	0.470809517	0.560017588	0.603009429	0.355268943	0.500073282	0.547462016	0.710293615	0.455224974	0.473936196	0.477844545	0.554790171	0.507547999	0.237676486	0.372709952	0.544188773	0.606771215	0.402608823	0.49323367	0.461869168	0.321461723	0.41052323	0.541843764	0.581660071	0.416825443	0.66099956	0.515364698	0.668767404	0.569055645	0.532903415	0.521618057	0.516488348	0.375054961	0.556500073	0.548341394	0.481948312	0.332600518	0.373638185	0.62137867	0.449606722	0.760369339	0.420538375	0.416972006	0.532219454	0.493184816	0.421026919	0.400166105	0.386291465	0.505740388	0.50173433	0.477942254	0.455127266	0.641018125	0.63637696	0.714397381	0.667204065	0.53485759	0.503102252	0.429087889	0.425472666	0.502467145	0.387024281	0.335336362	0.591137818	0.526796619	0.441790024	0.704675363	0.376911427	0.662269774	0.531975182	0.652108066	0.737847477	0.585177586	0.445063266	0.458253945	0.493722214	0.628022864	0.543993356	0.451756314	0.435243539	0.563046558	0.54135522	0.682495481	0.535443842	0.554350481	0.454199033	0.420196395	0.560652694	0.67252919	0.740583321	0.350481215	0.444623577	0.506815184	0.564951878	0.823196053	0.671942938	0.768821144	0.629146514	0.666617812	0.799599394	0.458302799	0.449313596	0.522985979	0.510088426	0.65137525	0.475059847	0.696858664	0.638233426	0.651130979	0.584689042	0.670477307	0.755532757	0.570032732	0.405686648	0.594704187	0.605354438	0.646636377	0.642776882	0.727685769	0.49714202	0.555132151	0.641799795	0.648443988	0.730665885	0.559235918	0.566808344	0.562264888	0.517465436	0.692070937
50_50_57_NOD2_SF	0.665054473	0.675948996	0.750207631	0.587082906	0.647369192	0.652254629	0.588890517	0.558796228	0.393424202	0.701011285	0.541159803	0.545800967	0.654746202	0.6675949	0.816600713	0.602227759	0.578240266	0.364453564	0.582686013	0.576872344	0.563535102	0.645805853	0.535053007	0.660266745	0.653915677	0.608920807	0.63950364	0.61097269	0.575162441	0.732717768	0.650007328	0.642483756	0.576676926	0.690947286	0.593482828	0	0.357907079	0.707118081	0.57482046	0.157506473	0.662416337	0.566270946	0.666275832	0.630074747	0.607650594	0.585519566	0.615418438	0.60369339	0.46323709	0.517416581	0.659680492	0.666080414	0.503737359	0.626361815	0.719771362	0.620352729	0.583565392	0.603204846	0.587473741	0.589085935	0.671698666	0.687820607	0.441838878	0.559333626	0.556451219	0.62328399	0.694318237	0.469588158	0.606868924	0.578875373	0.527334017	0.721139284	0.649860765	0.606478089	0.581464654	0.58444477	0.612829156	0.594753041	0.681860374	0.554692462	0.680492452	0.518540232	0.66603156	0.521227222	0.525624115	0.639454785	0.655918706	0.637256339	0.675020763	0.507987689	0.550930676	0.581220382	0.555132151	0.347305682	0.6133177	0.763691436	0.574673897	0.67028189	0.66950022	0.631442669	0.538081978	0.640431873	0.620938981	0.576579217	0.682690898	0.48707802	0.596902633	0.675558161	0.738726855	0.689579364	0.816503005	0.621280961	0.682544335	0.562802286	0.588548537	0.602227759	0.532366017	0.548781084	0.689286238	0.615516146	0.591333236	0.795446773	0.544921589	0.383115931	0.357125409	0.628657971	0.716351556	0.566466364	0.617665738	0.590746983	0.579119644	0.712834042	0.672480336	0.558845083	0.61981533	0.291367434	0.346524012	0.609458205	0.588353119	0.426889443	0.531926328	0.581220382	0.541599492	0.704626508	0.725780448	0.561238947	0.558991646	0.334652401	0.575944111	0.732522351	0.641946358	0.533245395	0.668181152	0.55825883	0.555913821	0.522057746	0.570423567	0.478333089	0.55522986	0.679417656	0.58097611	0.753187747	0.427377986	0.595730128	0.60256974	0.57750745	0.59675607	0.617079486	0.616835214	0.365723777	0.582734867	0.641115834	0.578337974	0.652498901	0.52792027	0.502418291	0.684058821	0.573745664	0.485270409	0.467975964	0.571938053	0.55557184	0.506180077	0.687771752
50_51_48_B6_SF	0.669646783	0.666959793	0.751038155	0.611803215	0.525917241	0.565733548	0.487761982	0.419268162	0.20235478	0.673262006	0.408373638	0.395866921	0.669939909	0.656114124	0.787727783	0.587620304	0.515413552	0.190092335	0.533685085	0.49401534	0.544677317	0.652840881	0.48864136	0.528164542	0.653134008	0.626557233	0.635986125	0.617470321	0.502027456	0.713078314	0.682544335	0.573989936	0.632761737	0.744393962	0.495334408	0.357907079	0	0.700083052	0.510625824	0.398065367	0.619424496	0.483853632	0.548829938	0.594801896	0.493722214	0.510088426	0.580829547	0.556402365	0.411060628	0.574918169	0.59675607	0.661390395	0.470809517	0.629781621	0.734036836	0.541990327	0.538130832	0.628169427	0.564658752	0.483902487	0.565586985	0.693536567	0.575015878	0.524647027	0.519810445	0.601152963	0.682544335	0.48058039	0.491670331	0.486980312	0.578679955	0.603351409	0.548732229	0.557721432	0.547999414	0.443011383	0.521911183	0.634911329	0.710733304	0.462650838	0.679417656	0.582979139	0.721236993	0.493038253	0.496897748	0.674336802	0.614734477	0.562020617	0.695735014	0.547462016	0.533929357	0.46592408	0.4655821	0.500561825	0.502271728	0.793492599	0.460061557	0.567980849	0.59060042	0.642776882	0.457911964	0.553764229	0.558454248	0.503004543	0.658556842	0.390541795	0.55254287	0.691240412	0.771752406	0.664761346	0.820851043	0.650544726	0.660755288	0.560896966	0.524158484	0.55557184	0.438858762	0.484977283	0.7364307	0.600762128	0.582099761	0.751966388	0.443890762	0.409204162	0.177243637	0.634080805	0.745713029	0.533831648	0.509551028	0.445747228	0.439103034	0.719233964	0.55288485	0.531975182	0.519468465	0.242513069	0.160779716	0.642923445	0.513654795	0.394938688	0.41824222	0.441154917	0.54560555	0.697200645	0.716546973	0.423762763	0.506033514	0.219356099	0.569006791	0.760857883	0.659485075	0.561776345	0.659191949	0.563046558	0.566466364	0.402901949	0.426987151	0.444623577	0.490009282	0.679026821	0.49636035	0.763691436	0.381357174	0.54135522	0.511554057	0.57403879	0.622355757	0.659387366	0.544579608	0.182813034	0.554350481	0.658117153	0.541501783	0.663442279	0.439054179	0.441545752	0.684449656	0.565342713	0.523572231	0.450241829	0.55948019	0.524256192	0.404318726	0.710342469
50_51_49_AtgH_SF	0.775514192	0.812692364	0.756607553	0.649763056	0.633983096	0.57985246	0.656651522	0.675460452	0.715716449	0.761102154	0.64331428	0.653378279	0.768137183	0.793590307	0.761346426	0.571644926	0.566954907	0.683667986	0.689481655	0.539840735	0.701744101	0.484977283	0.658703405	0.631149543	0.796521569	0.53363623	0.551272656	0.478284235	0.623137427	0.623137427	0.601299526	0.63256632	0.557232889	0.528311105	0.65406224	0.707118081	0.700083052	0	0.618154282	0.687576335	0.676730666	0.632664029	0.662904881	0.647662319	0.564267917	0.620157311	0.580878401	0.632175485	0.606429234	0.594411061	0.235331477	0.574967023	0.612633739	0.571693781	0.53866823	0.55982217	0.475743808	0.638526552	0.653329425	0.579217353	0.556646636	0.624798476	0.825980751	0.59138209	0.565293859	0.636572378	0.652792027	0.66793688	0.548341394	0.638770824	0.567150325	0.753578582	0.675802433	0.595583565	0.650740144	0.596707216	0.613708535	0.583027994	0.669549074	0.622844301	0.564365626	0.57482046	0.636279252	0.632957155	0.608139137	0.594557624	0.676486394	0.557232889	0.54560555	0.582783722	0.540671259	0.62484733	0.63637696	0.756314427	0.611998632	0.802090967	0.621818359	0.619277932	0.594117934	0.642386047	0.612975719	0.569251063	0.590893546	0.528115687	0.526063804	0.683277151	0.609555914	0.670330744	0.747716058	0.810787044	0.585079877	0.631344961	0.693438859	0.540817822	0.572768577	0.646294396	0.602960575	0.598026284	0.594020226	0.526454639	0.627925155	0.620010748	0.625775563	0.741169574	0.6799062	0.668913967	0.685231325	0.649665348	0.635692999	0.651228687	0.699057111	0.744735942	0.70487078	0.626606087	0.627778592	0.703649421	0.676290977	0.672675754	0.667497191	0.661390395	0.648199717	0.633250281	0.643656261	0.760467048	0.791245298	0.619180224	0.599345352	0.713566857	0.691680102	0.8522644	0.647222629	0.829791392	0.641115834	0.685475597	0.860520788	0.679710782	0.635448727	0.665640725	0.598612536	0.768283746	0.59910108	0.752357223	0.687820607	0.741658117	0.643167717	0.690800723	0.84532708	0.565880111	0.690409888	0.714788216	0.727148371	0.651863794	0.690556451	0.704773071	0.637354048	0.645952416	0.796961258	0.70027847	0.83032879	0.658068298	0.655039328	0.667301773	0.674776491	0.77067761
50_51_50_B6_SF	0.558649665	0.510821242	0.586545508	0.618935952	0.628462553	0.559284772	0.403879037	0.538472813	0.556548928	0.522839416	0.398065367	0.360349797	0.565733548	0.516341785	0.667985735	0.545361278	0.52748058	0.502809126	0.602227759	0.555522986	0.642679173	0.544726171	0.53598124	0.602960575	0.497337437	0.579950169	0.581464654	0.498900777	0.529776736	0.609409351	0.593091993	0.604230788	0.543749084	0.632615174	0.580780693	0.57482046	0.510625824	0.618154282	0	0.560896966	0.548145977	0.536420929	0.632175485	0.625775563	0.517172309	0.604670477	0.525086716	0.579217353	0.546142948	0.52904392	0.601592652	0.606624652	0.508134252	0.592017197	0.645561581	0.574380771	0.565245005	0.57100982	0.660364454	0.593775954	0.583467683	0.594313352	0.689335092	0.613415409	0.557184034	0.610581855	0.59406908	0.563339684	0.561874053	0.555669549	0.546875763	0.692315208	0.618887098	0.471982022	0.526698911	0.556695491	0.591333236	0.560945821	0.65831257	0.529972153	0.563241976	0.53598124	0.670819288	0.357320827	0.380868631	0.596120963	0.572963994	0.615369583	0.649518785	0.5148273	0.512042601	0.496311495	0.541159803	0.604768186	0.596023255	0.665152181	0.397039425	0.609653623	0.569055645	0.619277932	0.560310714	0.582637159	0.547559724	0.530753823	0.507352582	0.415262104	0.533831648	0.669158239	0.694367092	0.55713518	0.707264644	0.654208804	0.674532219	0.521227222	0.535492696	0.67868484	0.500757243	0.531877473	0.542967414	0.600322439	0.55254287	0.668425424	0.567296888	0.59519273	0.478528507	0.66603156	0.711319556	0.353363623	0.440324393	0.406077483	0.407738531	0.511651766	0.619864185	0.577018907	0.591870634	0.511260931	0.466901168	0.663051444	0.641995212	0.363574185	0.412965949	0.3866823	0.404416435	0.533196541	0.615418438	0.541452929	0.607357467	0.51863794	0.605989545	0.827592945	0.656944648	0.686794665	0.679613073	0.663784259	0.717768333	0.436269481	0.367775661	0.379354145	0.312765646	0.561776345	0.333284479	0.591235527	0.542869705	0.642728028	0.650593581	0.664272803	0.757731203	0.604523914	0.565000733	0.520543261	0.634227368	0.661683521	0.618642826	0.703160877	0.410718648	0.369974107	0.531193512	0.397381406	0.675948996	0.373784748	0.427915384	0.358200205	0.352142264	0.543309395
50_51_52_AtgH_SF	0.633152572	0.654013386	0.723288876	0.643753969	0.691680102	0.65640725	0.607846011	0.585666129	0.415262104	0.673506278	0.551126093	0.554545899	0.632126631	0.644682202	0.790414774	0.591430944	0.622502321	0.404465289	0.627241194	0.57716547	0.56754116	0.615271875	0.576628072	0.675118472	0.64565929	0.595143876	0.624163369	0.604035371	0.57716547	0.718696566	0.621134398	0.668669696	0.557330597	0.678880258	0.62328399	0.157506473	0.398065367	0.687576335	0.560896966	0	0.658459133	0.608920807	0.702574625	0.653231716	0.624798476	0.594753041	0.605305584	0.630074747	0.48595437	0.511505203	0.657482046	0.65450193	0.509893009	0.611607797	0.689139675	0.609507059	0.590356148	0.60525673	0.587815721	0.609311642	0.691044995	0.664810201	0.439835849	0.574771606	0.595827837	0.653573697	0.688846548	0.480531535	0.623137427	0.600859837	0.537739997	0.766231863	0.690458742	0.628022864	0.58097611	0.623772534	0.622600029	0.582441741	0.669695637	0.568273975	0.64062729	0.50363965	0.654990473	0.503932776	0.529092774	0.626606087	0.63715863	0.646392105	0.64756461	0.51639064	0.548194831	0.633201427	0.588206556	0.331525722	0.622893156	0.729346817	0.587327178	0.676926083	0.687625189	0.613073428	0.55444819	0.640871562	0.646294396	0.587180615	0.652303483	0.544188773	0.59641409	0.647662319	0.737798622	0.664272803	0.788558308	0.623577117	0.699936489	0.579461625	0.596609507	0.638331135	0.553177976	0.571205237	0.641066979	0.625482437	0.604621623	0.773315746	0.589721042	0.416630026	0.385265523	0.628902242	0.681664957	0.588548537	0.631833504	0.598514827	0.6060384	0.693048024	0.718794274	0.587327178	0.635497582	0.354145293	0.365626069	0.58253945	0.582588304	0.430748937	0.550246715	0.597342323	0.54213689	0.676926083	0.724754507	0.615320729	0.567199179	0.404221017	0.600908691	0.723435439	0.611656652	0.479065905	0.659680492	0.561336655	0.510088426	0.533049978	0.581855489	0.485856661	0.562216034	0.649323367	0.585861547	0.730617031	0.45629977	0.626459524	0.603497973	0.58332112	0.556060384	0.603497973	0.644486785	0.398944746	0.630612145	0.64565929	0.560896966	0.619033661	0.532854561	0.521666911	0.65875226	0.575797548	0.44398847	0.489129904	0.554155064	0.52557526	0.508280815	0.653085153
50_51_53_NOD2_SF	0.665201036	0.632175485	0.676681812	0.674239093	0.684400801	0.667350628	0.609995603	0.649421076	0.662025502	0.614148224	0.630123602	0.615565001	0.654892765	0.620743563	0.696370121	0.606331526	0.536127803	0.600127021	0.674043676	0.610191021	0.722849187	0.613415409	0.517660853	0.700229616	0.61141238	0.680345889	0.658947677	0.553129122	0.610239875	0.592603449	0.68562216	0.652108066	0.549367336	0.660071327	0.637060921	0.662416337	0.619424496	0.676730666	0.548145977	0.658459133	0	0.586985197	0.712492061	0.704626508	0.585666129	0.682642044	0.587522595	0.68953051	0.574722751	0.546875763	0.651619522	0.644828765	0.562851141	0.547901705	0.658263716	0.670184181	0.642776882	0.512335727	0.710635595	0.651717231	0.629732767	0.578191411	0.691631247	0.690947286	0.619522204	0.730030778	0.663588842	0.640138746	0.62943964	0.635839562	0.637989154	0.817968635	0.714690508	0.566954907	0.551126093	0.655869852	0.704577654	0.684205384	0.717133226	0.603009429	0.537935415	0.565538131	0.67834286	0.543504812	0.635057892	0.675411598	0.661048415	0.735795593	0.659191949	0.608334555	0.567345742	0.567443451	0.614636768	0.631247252	0.615467292	0.753187747	0.58981875	0.723288876	0.619033661	0.719331672	0.654111095	0.685817578	0.631491524	0.541110948	0.587424886	0.632175485	0.532854561	0.679710782	0.659338512	0.665738434	0.731545264	0.719966779	0.779227124	0.584786751	0.632712883	0.757975475	0.556646636	0.634764766	0.576481509	0.660413308	0.53519957	0.691386975	0.608090283	0.701450975	0.598612536	0.69871513	0.746103864	0.548097122	0.616395525	0.658898823	0.607259759	0.636572378	0.722604915	0.631198398	0.653915677	0.614685622	0.604426205	0.700913577	0.706189848	0.592114905	0.629635058	0.618838243	0.578484538	0.642141775	0.650007328	0.60872539	0.668865113	0.627876301	0.655088182	0.801651278	0.717817187	0.692510626	0.719282818	0.715521032	0.736186428	0.645317309	0.623039719	0.575650984	0.545312424	0.659387366	0.584640188	0.697738043	0.648443988	0.74336802	0.71258977	0.727197225	0.735013923	0.593531682	0.659045386	0.652743173	0.71874542	0.714934779	0.73564903	0.696663247	0.627485466	0.605061312	0.656260687	0.553959646	0.674532219	0.578337974	0.616981777	0.551810054	0.611607797	0.639894475
50_51_54_NOD2_SF	0.651424105	0.63447164	0.674776491	0.446235771	0.434901558	0.440422102	0.504225903	0.380428941	0.559724461	0.607748302	0.415946065	0.420880356	0.619424496	0.643021154	0.730177341	0.469343886	0.409008745	0.469637012	0.533733939	0.400508085	0.581073819	0.533147687	0.464995847	0.499731301	0.6010064	0.531486638	0.469197323	0.507401436	0.400801212	0.493135962	0.526747765	0.428794763	0.527285163	0.639405931	0.150959988	0.566270946	0.483853632	0.632664029	0.536420929	0.608920807	0.586985197	0	0.486149787	0.48326738	0.429576433	0.450095266	0.456983731	0.436855733	0.388489912	0.484293322	0.534955298	0.600371293	0.407591968	0.540866676	0.59675607	0.395671503	0.488006253	0.497093165	0.59060042	0.365821486	0.512726562	0.539401045	0.726171283	0.465484391	0.457618838	0.463921051	0.546631492	0.505007572	0.269627241	0.397723387	0.524695882	0.618935952	0.412233133	0.470858371	0.400263814	0.33900044	0.431726025	0.524256192	0.585617275	0.427915384	0.633103718	0.480678099	0.653573697	0.53016757	0.50867165	0.501441204	0.489569593	0.422883385	0.559919879	0.488494797	0.463090527	0.289168987	0.329083004	0.636718941	0.454736431	0.754799941	0.412770531	0.460745518	0.532610289	0.491132933	0.415799502	0.421906297	0.358786458	0.454785285	0.495676389	0.484146759	0.412721677	0.643411989	0.625042748	0.658263716	0.68874884	0.508378524	0.514631882	0.40480727	0.409253017	0.508720504	0.388831892	0.339537838	0.588743954	0.535004153	0.405295813	0.685035908	0.340075236	0.648834823	0.503786213	0.647173775	0.731789535	0.545410132	0.447164004	0.459279887	0.464995847	0.600762128	0.546973472	0.442180859	0.440812937	0.532756852	0.507059456	0.675558161	0.544188773	0.523279105	0.429674141	0.413112512	0.526698911	0.63559529	0.679515365	0.339537838	0.452684547	0.461722605	0.559626753	0.796033026	0.677414627	0.751184718	0.63872197	0.651228687	0.771947824	0.439738141	0.455371537	0.47520641	0.466950022	0.602716303	0.462015731	0.6871855	0.62328399	0.636621232	0.566857199	0.651277542	0.75455567	0.567199179	0.406614881	0.567199179	0.586887488	0.642044067	0.620694709	0.716498119	0.461429479	0.519370756	0.595095022	0.61791001	0.707704333	0.515071572	0.520787532	0.505789242	0.489618447	0.649909619
50_51_55_NOD2_SF	0.815428209	0.832429528	0.848942303	0.622306903	0.432361131	0.553715374	0.63447164	0.453857052	0.636425815	0.817528946	0.554008501	0.517905125	0.825785334	0.82876545	0.843128634	0.622600029	0.514241047	0.550100151	0.637696028	0.509355611	0.672675754	0.674825346	0.605207875	0.408813327	0.787092677	0.643460843	0.653280571	0.598563682	0.575064732	0.727148371	0.690458742	0.561532073	0.656260687	0.705017343	0.491670331	0.666275832	0.548829938	0.662904881	0.632175485	0.702574625	0.712492061	0.486149787	0	0.622306903	0.394547853	0.412721677	0.60178807	0.432507695	0.456934877	0.621134398	0.569983878	0.679417656	0.490497826	0.661585813	0.740827593	0.494210758	0.504177048	0.680980996	0.634373931	0.502418291	0.593629391	0.684009966	0.82954712	0.506961747	0.42205286	0.622111486	0.724363672	0.642288338	0.477209439	0.48439103	0.603449118	0.382676242	0.562411451	0.549904734	0.611998632	0.512335727	0.49367336	0.553617666	0.734916215	0.482681128	0.646440959	0.61712834	0.72299575	0.671600958	0.661243832	0.692412917	0.651619522	0.474571303	0.708388294	0.556988617	0.599589623	0.527773707	0.437930529	0.74796033	0.400703503	0.888905174	0.565782403	0.564121354	0.633836533	0.582783722	0.3670917	0.516928038	0.53060726	0.588841663	0.689725927	0.564170209	0.619326787	0.766524989	0.8030192	0.822560946	0.825638771	0.612633739	0.654648493	0.6329083	0.496506913	0.418730764	0.475890371	0.455029557	0.755190776	0.650935561	0.632419757	0.776491279	0.50017099	0.734183399	0.609360496	0.742977185	0.807122966	0.638282281	0.591333236	0.505789242	0.619571059	0.804729103	0.382676242	0.604914749	0.421466608	0.640578436	0.606136108	0.756167864	0.601201817	0.664956764	0.584395916	0.509697591	0.688504568	0.824710538	0.797449802	0.435780937	0.398553911	0.590991255	0.676388685	0.89032195	0.717084371	0.82148615	0.678831404	0.718696566	0.893546338	0.53363623	0.549465045	0.647760027	0.631247252	0.804435976	0.57403879	0.863598613	0.678196297	0.728418584	0.584493625	0.709951634	0.870682495	0.676290977	0.581122673	0.663735405	0.653622551	0.711661537	0.725438468	0.780008794	0.617421467	0.669207094	0.809712248	0.717328643	0.842444672	0.696076994	0.712198935	0.68181152	0.624993893	0.842688944
50_52_48_NOD2_SF	0.817968635	0.792320094	0.818310616	0.458937906	0.599931604	0.512384582	0.593238556	0.578728809	0.650642435	0.776735551	0.578777664	0.550149006	0.784747667	0.779031706	0.825589916	0.548536812	0.554155064	0.569641898	0.607357467	0.446822024	0.675558161	0.52792027	0.611168108	0.571449509	0.764424251	0.491572622	0.526698911	0.567834286	0.494259612	0.631100689	0.311055743	0.514289902	0.640285309	0.606282671	0.484195613	0.630074747	0.594801896	0.647662319	0.625775563	0.653231716	0.704626508	0.48326738	0.622306903	0	0.464458449	0.481313205	0.350236944	0.366603156	0.485612389	0.633787679	0.554155064	0.605354438	0.536616347	0.603058283	0.463627925	0.406370609	0.520005863	0.65406224	0.650837852	0.394987542	0.54213689	0.679759637	0.799110851	0.37280766	0.502955689	0.306414578	0.391470028	0.598954517	0.451560897	0.466168352	0.476232351	0.683570277	0.328838732	0.558942792	0.54941619	0.49054668	0.355024671	0.395671503	0.289462113	0.542381162	0.616835214	0.602032342	0.715472177	0.665836142	0.647027212	0.458449362	0.452537984	0.493038253	0.50017099	0.496018369	0.395280668	0.507743417	0.485856661	0.733890273	0.514192193	0.870340515	0.573110557	0.366505447	0.614148224	0.510967805	0.479114759	0.368606185	0.501148078	0.553080268	0.509844155	0.578924227	0.530216425	0.380819776	0.587180615	0.817675509	0.54482388	0.50945332	0.269578387	0.41824222	0.313693879	0.592114905	0.507352582	0.385460941	0.676730666	0.601152963	0.513459378	0.657237774	0.522839416	0.73027505	0.601494944	0.708827984	0.764668523	0.638184572	0.591870634	0.616200107	0.596462944	0.750207631	0.639894475	0.570423567	0.460647809	0.616395525	0.588059993	0.731105574	0.64600127	0.618154282	0.601299526	0.55948019	0.61869168	0.808197762	0.784063706	0.496116078	0.433045093	0.582099761	0.635302164	0.860862768	0.726317846	0.860178807	0.684596219	0.707606625	0.895598222	0.607992574	0.581806634	0.649665348	0.622648884	0.762812057	0.550881821	0.812448092	0.660511017	0.734671943	0.610386438	0.715521032	0.880306805	0.611265817	0.342713371	0.648541697	0.668620841	0.680297035	0.70296546	0.776149299	0.617372612	0.657775172	0.764179979	0.677658899	0.84376374	0.628462553	0.691289267	0.62831599	0.602227759	0.812154966
